datetime,season,holiday,workingday,weather,temp,atemp,humidity,windspeed,casual,registered,count
02-01-2011 03:00,1,0,0,2,18.86,22.725,94,12.998,2,4,6
02-01-2011 04:00,1,0,0,2,18.86,22.725,94,12.998,2,1,3
02-01-2011 06:00,1,0,0,3,17.22,21.21,77,19.9995,0,2,2
02-01-2011 07:00,1,0,0,2,16.4,20.455,76,12.998,0,1,1
02-01-2011 08:00,1,0,0,3,16.4,20.455,71,15.0013,0,8,8
02-01-2011 09:00,1,0,0,2,15.58,19.695,76,15.0013,1,19,20
02-01-2011 10:00,1,0,0,2,14.76,17.425,81,15.0013,7,46,53
02-01-2011 11:00,1,0,0,2,14.76,16.665,71,16.9979,16,54,70
02-01-2011 12:00,1,0,0,2,14.76,16.665,66,19.9995,20,73,93
02-01-2011 13:00,1,0,0,2,14.76,17.425,66,8.9981,11,64,75
02-01-2011 14:00,1,0,0,3,14.76,17.425,76,12.998,4,55,59
02-01-2011 15:00,1,0,0,3,13.94,16.665,81,11.0014,19,55,74
02-01-2011 16:00,1,0,0,3,13.94,16.665,71,11.0014,9,67,76
02-01-2011 17:00,1,0,0,1,13.94,16.665,57,12.998,7,58,65
02-01-2011 18:00,1,0,0,2,14.76,16.665,46,22.0028,10,43,53
02-01-2011 19:00,1,0,0,1,13.12,14.395,42,30.0026,1,29,30
02-01-2011 20:00,1,0,0,1,12.3,13.635,39,23.9994,5,17,22
02-01-2011 21:00,1,0,0,1,10.66,11.365,44,22.0028,11,20,31
02-01-2011 22:00,1,0,0,1,9.84,10.605,44,19.9995,0,9,9
02-01-2011 23:00,1,0,0,1,9.02,11.365,47,11.0014,0,8,8
03-01-2011 00:00,1,0,1,1,9.02,9.85,44,23.9994,0,5,5
03-01-2011 01:00,1,0,1,1,8.2,8.335,44,27.9993,0,2,2
03-01-2011 04:00,1,0,1,1,6.56,6.82,47,26.0027,0,1,1
03-01-2011 05:00,1,0,1,1,6.56,6.82,47,19.0012,0,3,3
03-01-2011 06:00,1,0,1,1,5.74,5.305,50,26.0027,0,30,30
03-01-2011 07:00,1,0,1,1,5.74,6.82,50,12.998,1,63,64
03-01-2011 08:00,1,0,1,1,5.74,6.06,50,19.0012,1,153,154
03-01-2011 09:00,1,0,1,1,6.56,6.82,43,26.0027,7,81,88
03-01-2011 10:00,1,0,1,1,7.38,8.335,43,16.9979,11,33,44
03-01-2011 11:00,1,0,1,1,8.2,9.09,40,22.0028,10,41,51
03-01-2011 12:00,1,0,1,1,9.02,10.605,35,19.9995,13,48,61
03-01-2011 13:00,1,0,1,1,9.84,10.605,35,19.0012,8,53,61
03-01-2011 14:00,1,0,1,1,10.66,12.12,30,19.0012,11,66,77
03-01-2011 15:00,1,0,1,1,10.66,12.12,30,16.9979,14,58,72
03-01-2011 16:00,1,0,1,1,10.66,12.12,30,16.9979,9,67,76
03-01-2011 17:00,1,0,1,1,9.84,11.365,30,15.0013,11,146,157
03-01-2011 18:00,1,0,1,1,9.84,12.88,32,7.0015,9,148,157
03-01-2011 19:00,1,0,1,1,8.2,12.88,47,0,8,102,110
03-01-2011 20:00,1,0,1,1,8.2,11.365,47,7.0015,3,49,52
03-01-2011 21:00,1,0,1,1,7.38,9.85,64,8.9981,3,49,52
03-01-2011 22:00,1,0,1,1,5.74,7.575,69,8.9981,0,20,20
03-01-2011 23:00,1,0,1,1,7.38,10.605,55,7.0015,1,11,12
04-01-2011 00:00,1,0,1,1,6.56,9.09,55,7.0015,0,5,5
04-01-2011 01:00,1,0,1,1,6.56,9.09,59,7.0015,0,2,2
04-01-2011 02:00,1,0,1,1,5.74,7.575,63,8.9981,0,1,1
04-01-2011 04:00,1,0,1,1,5.74,9.09,63,6.0032,0,2,2
04-01-2011 05:00,1,0,1,1,4.92,7.575,68,7.0015,0,4,4
04-01-2011 06:00,1,0,1,1,4.92,7.575,74,7.0015,0,36,36
04-01-2011 07:00,1,0,1,1,4.92,7.575,74,8.9981,2,92,94
04-01-2011 08:00,1,0,1,1,5.74,7.575,69,11.0014,2,177,179
04-01-2011 09:00,1,0,1,1,6.56,7.575,64,15.0013,2,98,100
04-01-2011 10:00,1,0,1,2,6.56,6.82,69,22.0028,5,37,42
04-01-2011 11:00,1,0,1,1,9.02,10.605,51,19.9995,7,50,57
04-01-2011 12:00,1,0,1,1,9.02,11.365,51,11.0014,12,66,78
04-01-2011 13:00,1,0,1,1,9.84,11.365,56,12.998,18,79,97
04-01-2011 14:00,1,0,1,1,10.66,12.88,52,15.0013,9,54,63
04-01-2011 15:00,1,0,1,1,11.48,13.635,52,16.9979,17,48,65
04-01-2011 16:00,1,0,1,1,12.3,14.395,49,16.9979,15,68,83
04-01-2011 17:00,1,0,1,1,11.48,13.635,48,15.0013,10,202,212
04-01-2011 18:00,1,0,1,1,10.66,12.88,48,12.998,3,179,182
04-01-2011 19:00,1,0,1,1,9.84,12.88,48,7.0015,2,110,112
04-01-2011 20:00,1,0,1,1,9.84,12.88,48,7.0015,1,53,54
04-01-2011 21:00,1,0,1,1,9.02,13.635,64,0,0,48,48
04-01-2011 22:00,1,0,1,1,9.02,12.88,64,6.0032,1,34,35
04-01-2011 23:00,1,0,1,1,8.2,11.365,69,6.0032,2,9,11
05-01-2011 00:00,1,0,1,1,8.2,12.88,64,0,0,6,6
05-01-2011 01:00,1,0,1,1,6.56,9.85,74,6.0032,0,6,6
05-01-2011 02:00,1,0,1,1,6.56,9.85,74,6.0032,0,2,2
05-01-2011 04:00,1,0,1,1,9.84,11.365,48,15.0013,0,2,2
05-01-2011 05:00,1,0,1,1,9.02,11.365,47,11.0014,0,3,3
05-01-2011 06:00,1,0,1,1,8.2,9.85,47,15.0013,0,33,33
05-01-2011 07:00,1,0,1,1,7.38,9.09,43,12.998,1,87,88
05-01-2011 08:00,1,0,1,1,8.2,9.09,40,19.9995,3,192,195
05-01-2011 09:00,1,0,1,1,9.02,9.85,37,22.0028,6,109,115
05-01-2011 10:00,1,0,1,1,9.02,9.85,37,22.0028,4,53,57
05-01-2011 11:00,1,0,1,1,10.66,11.365,33,22.0028,12,34,46
05-01-2011 12:00,1,0,1,1,10.66,11.365,33,22.0028,5,74,79
05-01-2011 13:00,1,0,1,1,11.48,12.88,30,19.9995,6,65,71
05-01-2011 14:00,1,0,1,1,12.3,14.395,28,12.998,10,52,62
05-01-2011 15:00,1,0,1,1,12.3,14.395,28,12.998,7,55,62
05-01-2011 16:00,1,0,1,1,12.3,15.91,28,6.0032,4,85,89
05-01-2011 17:00,1,0,1,1,9.84,11.365,38,12.998,4,186,190
05-01-2011 18:00,1,0,1,1,9.84,12.12,38,8.9981,3,166,169
05-01-2011 19:00,1,0,1,1,9.84,12.88,38,7.0015,5,127,132
05-01-2011 20:00,1,0,1,1,9.02,11.365,47,11.0014,7,82,89
05-01-2011 21:00,1,0,1,1,8.2,9.85,51,12.998,3,40,43
05-01-2011 22:00,1,0,1,1,7.38,9.85,55,8.9981,1,41,42
05-01-2011 23:00,1,0,1,1,8.2,12.88,47,0,1,18,19
06-01-2011 00:00,1,0,1,1,7.38,12.12,55,0,0,11,11
06-01-2011 01:00,1,0,1,1,6.56,11.365,64,0,0,4,4
06-01-2011 02:00,1,0,1,1,6.56,11.365,64,0,0,2,2
06-01-2011 04:00,1,0,1,2,6.56,9.85,64,6.0032,0,1,1
06-01-2011 05:00,1,0,1,2,5.74,9.09,69,6.0032,0,4,4
06-01-2011 06:00,1,0,1,2,5.74,8.335,63,7.0015,0,36,36
06-01-2011 07:00,1,0,1,2,6.56,11.365,59,0,0,95,95
06-01-2011 08:00,1,0,1,1,6.56,11.365,59,0,3,216,219
06-01-2011 09:00,1,0,1,2,7.38,12.12,51,0,6,116,122
06-01-2011 10:00,1,0,1,1,8.2,12.88,47,0,3,42,45
06-01-2011 11:00,1,0,1,1,9.02,12.88,44,6.0032,2,57,59
06-01-2011 12:00,1,0,1,1,10.66,14.395,35,0,6,78,84
06-01-2011 13:00,1,0,1,1,10.66,13.635,35,7.0015,12,55,67
06-01-2011 14:00,1,0,1,1,11.48,13.635,36,11.0014,11,59,70
06-01-2011 15:00,1,0,1,1,11.48,13.635,36,0,8,54,62
06-01-2011 16:00,1,0,1,1,10.66,12.88,38,11.0014,12,74,86
06-01-2011 17:00,1,0,1,1,9.02,11.365,51,11.0014,9,163,172
06-01-2011 18:00,1,0,1,1,9.02,11.365,51,8.9981,5,158,163
06-01-2011 19:00,1,0,1,1,9.02,12.88,55,6.0032,3,109,112
06-01-2011 20:00,1,0,1,1,8.2,10.605,51,11.0014,3,66,69
06-01-2011 21:00,1,0,1,2,9.02,10.605,55,15.0013,0,48,48
06-01-2011 22:00,1,0,1,2,9.02,10.605,51,19.0012,1,51,52
06-01-2011 23:00,1,0,1,2,8.2,9.85,59,12.998,4,19,23
07-01-2011 00:00,1,0,1,2,8.2,9.85,64,12.998,4,13,17
07-01-2011 01:00,1,0,1,2,8.2,9.85,69,15.0013,2,5,7
07-01-2011 02:00,1,0,1,2,8.2,9.85,69,15.0013,0,1,1
07-01-2011 04:00,1,0,1,2,8.2,10.605,69,8.9981,0,1,1
07-01-2011 05:00,1,0,1,3,9.02,13.635,55,0,0,5,5
07-01-2011 06:00,1,0,1,2,8.2,12.88,69,0,8,26,34
07-01-2011 07:00,1,0,1,1,8.2,10.605,69,8.9981,8,76,84
07-01-2011 08:00,1,0,1,1,8.2,9.85,51,16.9979,20,190,210
07-01-2011 09:00,1,0,1,1,8.2,9.09,47,19.9995,9,125,134
07-01-2011 10:00,1,0,1,1,9.02,9.85,37,22.0028,16,47,63
07-01-2011 11:00,1,0,1,2,8.2,9.85,40,15.0013,19,48,67
07-01-2011 12:00,1,0,1,2,8.2,9.85,37,16.9979,9,50,59
07-01-2011 13:00,1,0,1,2,8.2,9.09,37,19.0012,9,64,73
07-01-2011 14:00,1,0,1,2,8.2,9.85,40,16.9979,7,43,50
07-01-2011 15:00,1,0,1,2,8.2,10.605,37,11.0014,9,63,72
07-01-2011 16:00,1,0,1,2,8.2,10.605,37,11.0014,5,82,87
07-01-2011 17:00,1,0,1,2,8.2,12.88,37,0,9,178,187
07-01-2011 18:00,1,0,1,1,8.2,11.365,40,6.0032,7,116,123
07-01-2011 19:00,1,0,1,1,6.56,9.85,55,6.0032,3,92,95
07-01-2011 20:00,1,0,1,1,7.38,10.605,47,7.0015,1,50,51
07-01-2011 21:00,1,0,1,1,7.38,9.85,47,8.9981,0,39,39
07-01-2011 22:00,1,0,1,2,7.38,9.85,43,11.0014,2,34,36
07-01-2011 23:00,1,0,1,2,7.38,9.85,51,11.0014,1,14,15
08-01-2011 00:00,1,0,0,2,7.38,9.85,51,11.0014,1,24,25
08-01-2011 01:00,1,0,0,2,7.38,10.605,55,6.0032,1,15,16
08-01-2011 02:00,1,0,0,2,7.38,12.12,55,0,3,13,16
08-01-2011 03:00,1,0,0,3,7.38,9.85,55,11.0014,0,7,7
08-01-2011 04:00,1,0,0,3,7.38,9.85,55,11.0014,0,1,1
08-01-2011 05:00,1,0,0,2,6.56,8.335,74,11.0014,0,5,5
08-01-2011 06:00,1,0,0,2,6.56,8.335,74,11.0014,0,2,2
08-01-2011 07:00,1,0,0,2,6.56,9.09,74,7.0015,1,8,9
08-01-2011 08:00,1,0,0,3,6.56,9.09,93,7.0015,0,15,15
08-01-2011 09:00,1,0,0,3,6.56,9.09,93,7.0015,0,20,20
08-01-2011 10:00,1,0,0,2,7.38,9.85,80,11.0014,5,56,61
08-01-2011 11:00,1,0,0,2,8.2,9.09,69,26.0027,2,60,62
08-01-2011 12:00,1,0,0,2,8.2,9.09,59,23.9994,8,90,98
08-01-2011 13:00,1,0,0,1,8.2,9.09,44,22.0028,7,95,102
08-01-2011 14:00,1,0,0,1,8.2,8.335,32,32.9975,12,83,95
08-01-2011 15:00,1,0,0,1,8.2,8.335,32,30.0026,5,69,74
08-01-2011 16:00,1,0,0,1,7.38,6.82,29,30.0026,8,68,76
08-01-2011 17:00,1,0,0,1,6.56,6.06,37,36.9974,5,64,69
08-01-2011 18:00,1,0,0,1,5.74,6.06,39,19.9995,3,52,55
08-01-2011 19:00,1,0,0,1,5.74,6.06,36,16.9979,4,26,30
08-01-2011 20:00,1,0,0,1,4.92,6.06,36,16.9979,0,28,28
08-01-2011 21:00,1,0,0,1,4.92,5.305,39,23.9994,2,35,37
08-01-2011 22:00,1,0,0,1,4.92,5.305,36,26.0027,1,33,34
08-01-2011 23:00,1,0,0,1,4.1,3.03,39,30.0026,0,22,22
09-01-2011 00:00,1,0,0,1,4.1,3.79,42,26.0027,1,24,25
09-01-2011 01:00,1,0,0,1,4.1,3.03,42,31.0009,0,12,12
09-01-2011 02:00,1,0,0,1,4.1,3.03,46,31.0009,0,11,11
09-01-2011 03:00,1,0,0,1,4.1,3.79,46,27.9993,0,4,4
09-01-2011 04:00,1,0,0,1,3.28,4.545,53,12.998,0,1,1
09-01-2011 05:00,1,0,0,1,3.28,4.545,53,12.998,0,1,1
09-01-2011 06:00,1,0,0,1,4.1,4.545,49,19.0012,0,1,1
09-01-2011 07:00,1,0,0,1,3.28,4.545,53,12.998,1,5,6
09-01-2011 08:00,1,0,0,1,4.1,4.545,49,19.0012,0,10,10
09-01-2011 09:00,1,0,0,1,4.92,3.79,46,35.0008,0,19,19
09-01-2011 10:00,1,0,0,1,5.74,5.305,43,26.0027,0,49,49
09-01-2011 11:00,1,0,0,1,6.56,6.06,40,35.0008,2,47,49
09-01-2011 12:00,1,0,0,1,7.38,6.82,37,30.0026,4,79,83
09-01-2011 13:00,1,0,0,1,8.2,8.335,34,30.0026,6,69,75
09-01-2011 14:00,1,0,0,1,9.02,9.09,32,31.0009,8,64,72
09-01-2011 15:00,1,0,0,1,9.02,9.85,35,23.9994,5,77,82
09-01-2011 16:00,1,0,0,1,8.2,8.335,34,30.0026,13,79,92
09-01-2011 17:00,1,0,0,1,7.38,7.575,37,26.0027,3,59,62
09-01-2011 18:00,1,0,0,1,6.56,6.82,40,22.0028,4,44,48
09-01-2011 19:00,1,0,0,1,6.56,6.82,43,22.0028,1,40,41
09-01-2011 20:00,1,0,0,1,5.74,6.06,46,16.9979,0,38,38
09-01-2011 21:00,1,0,0,1,5.74,5.305,46,27.9993,1,19,20
09-01-2011 22:00,1,0,0,1,5.74,6.06,46,19.9995,5,10,15
09-01-2011 23:00,1,0,0,1,4.92,6.82,50,12.998,0,6,6
10-01-2011 00:00,1,0,1,1,4.92,6.06,50,19.0012,2,3,5
10-01-2011 01:00,1,0,1,1,4.92,6.06,50,19.0012,1,0,1
10-01-2011 02:00,1,0,1,1,4.92,6.06,50,15.0013,0,3,3
10-01-2011 03:00,1,0,1,1,4.92,6.06,50,15.0013,0,1,1
10-01-2011 04:00,1,0,1,1,4.1,6.06,54,8.9981,1,2,3
10-01-2011 05:00,1,0,1,1,4.1,5.305,54,16.9979,0,3,3
10-01-2011 06:00,1,0,1,1,4.92,6.06,50,19.0012,0,31,31
10-01-2011 07:00,1,0,1,1,4.92,6.06,50,15.0013,2,75,77
10-01-2011 08:00,1,0,1,2,4.92,6.06,50,19.0012,4,184,188
10-01-2011 09:00,1,0,1,2,5.74,6.06,50,16.9979,2,92,94
10-01-2011 10:00,1,0,1,2,5.74,6.06,50,19.9995,0,31,31
10-01-2011 11:00,1,0,1,2,6.56,6.82,47,19.0012,2,28,30
10-01-2011 12:00,1,0,1,2,8.2,9.09,40,19.0012,5,47,52
10-01-2011 13:00,1,0,1,2,8.2,9.09,40,19.0012,4,50,54
10-01-2011 14:00,1,0,1,2,8.2,9.85,40,15.0013,0,47,47
10-01-2011 15:00,1,0,1,2,8.2,9.85,40,15.0013,2,43,45
10-01-2011 16:00,1,0,1,1,8.2,10.605,40,8.9981,4,70,74
10-01-2011 17:00,1,0,1,1,8.2,11.365,40,7.0015,4,174,178
10-01-2011 18:00,1,0,1,1,8.2,9.85,40,15.0013,1,154,155
10-01-2011 19:00,1,0,1,1,6.56,8.335,47,11.0014,3,92,95
10-01-2011 20:00,1,0,1,1,6.56,8.335,50,11.0014,1,73,74
10-01-2011 21:00,1,0,1,1,5.74,6.82,59,12.998,1,37,38
10-01-2011 22:00,1,0,1,1,5.74,7.575,59,11.0014,2,22,24
10-01-2011 23:00,1,0,1,1,5.74,7.575,59,11.0014,0,18,18
11-01-2011 00:00,1,0,1,1,5.74,8.335,59,7.0015,2,10,12
11-01-2011 01:00,1,0,1,1,5.74,7.575,59,11.0014,0,3,3
11-01-2011 02:00,1,0,1,2,6.56,7.575,55,12.998,0,3,3
11-01-2011 05:00,1,0,1,2,6.56,9.09,55,8.9981,0,6,6
11-01-2011 06:00,1,0,1,2,6.56,9.09,55,8.9981,0,27,27
11-01-2011 07:00,1,0,1,2,6.56,11.365,55,0,2,97,99
11-01-2011 08:00,1,0,1,2,7.38,10.605,51,6.0032,3,214,217
11-01-2011 09:00,1,0,1,2,7.38,9.85,51,11.0014,3,127,130
11-01-2011 10:00,1,0,1,2,8.2,10.605,51,11.0014,3,51,54
11-01-2011 11:00,1,0,1,2,8.2,10.605,47,8.9981,4,31,35
11-01-2011 12:00,1,0,1,2,8.2,11.365,51,7.0015,2,55,57
11-01-2011 13:00,1,0,1,2,8.2,11.365,59,6.0032,6,46,52
11-01-2011 14:00,1,0,1,2,8.2,11.365,59,6.0032,3,60,63
11-01-2011 15:00,1,0,1,2,6.56,9.85,80,6.0032,2,45,47
11-01-2011 16:00,1,0,1,2,6.56,7.575,86,15.0013,4,72,76
11-01-2011 17:00,1,0,1,2,6.56,7.575,86,15.0013,6,130,136
11-01-2011 18:00,1,0,1,3,6.56,9.09,93,7.0015,1,94,95
11-01-2011 19:00,1,0,1,3,6.56,11.365,93,0,0,51,51
11-01-2011 20:00,1,0,1,3,6.56,7.575,93,12.998,0,32,32
11-01-2011 21:00,1,0,1,3,6.56,9.85,86,6.0032,0,20,20
11-01-2011 22:00,1,0,1,3,6.56,9.09,93,7.0015,1,28,29
11-01-2011 23:00,1,0,1,3,6.56,9.85,93,6.0032,1,18,19
12-01-2011 00:00,1,0,1,2,6.56,9.85,86,6.0032,0,7,7
12-01-2011 01:00,1,0,1,2,6.56,9.09,86,7.0015,0,6,6
12-01-2011 02:00,1,0,1,1,5.74,7.575,86,8.9981,0,1,1
12-01-2011 05:00,1,0,1,1,5.74,7.575,86,11.0014,0,5,5
12-01-2011 06:00,1,0,1,1,4.92,7.575,93,8.9981,0,16,16
12-01-2011 07:00,1,0,1,1,5.74,7.575,69,8.9981,0,54,54
12-01-2011 08:00,1,0,1,1,6.56,8.335,59,11.0014,3,125,128
12-01-2011 09:00,1,0,1,1,6.56,6.82,59,22.0028,3,78,81
12-01-2011 10:00,1,0,1,1,7.38,9.09,55,15.0013,0,39,39
12-01-2011 11:00,1,0,1,1,8.2,9.09,51,26.0027,3,32,35
12-01-2011 12:00,1,0,1,1,8.2,7.575,47,39.0007,3,52,55
12-01-2011 13:00,1,0,1,1,9.02,9.85,44,23.9994,0,49,49
12-01-2011 14:00,1,0,1,1,8.2,9.09,47,22.0028,0,44,44
12-01-2011 15:00,1,0,1,1,8.2,8.335,47,27.9993,1,48,49
12-01-2011 16:00,1,0,1,1,9.02,9.85,44,22.0028,5,63,68
12-01-2011 17:00,1,0,1,1,8.2,9.09,47,23.9994,0,139,139
12-01-2011 18:00,1,0,1,1,8.2,7.575,47,35.0008,2,135,137
12-01-2011 19:00,1,0,1,1,7.38,7.575,47,27.9993,1,82,83
12-01-2011 20:00,1,0,1,1,6.56,6.82,50,22.0028,2,54,56
12-01-2011 21:00,1,0,1,1,6.56,6.82,55,22.0028,0,57,57
12-01-2011 22:00,1,0,1,1,6.56,6.06,55,30.0026,1,32,33
12-01-2011 23:00,1,0,1,1,5.74,5.305,59,27.9993,1,19,20
13-01-2011 00:00,1,0,1,1,5.74,6.06,59,19.0012,1,6,7
13-01-2011 01:00,1,0,1,1,5.74,6.06,50,19.0012,0,2,2
13-01-2011 02:00,1,0,1,1,5.74,6.06,50,23.9994,0,2,2
13-01-2011 03:00,1,0,1,1,5.74,6.06,50,22.0028,0,3,3
13-01-2011 04:00,1,0,1,1,5.74,6.06,50,16.9979,0,4,4
13-01-2011 05:00,1,0,1,1,5.74,6.06,50,19.9995,0,3,3
13-01-2011 06:00,1,0,1,1,4.92,7.575,54,8.9981,0,28,28
13-01-2011 07:00,1,0,1,1,4.92,7.575,54,8.9981,0,72,72
13-01-2011 08:00,1,0,1,1,5.74,6.82,50,12.998,5,197,202
13-01-2011 09:00,1,0,1,1,5.74,6.06,50,22.0028,2,137,139
13-01-2011 10:00,1,0,1,2,6.56,6.82,50,23.9994,2,36,38
13-01-2011 11:00,1,0,1,2,8.2,8.335,44,30.0026,4,33,37
13-01-2011 12:00,1,0,1,1,8.2,8.335,44,27.9993,3,49,52
13-01-2011 13:00,1,0,1,1,9.02,9.85,41,30.0026,2,81,83
13-01-2011 14:00,1,0,1,1,9.02,9.85,41,26.0027,3,39,42
13-01-2011 15:00,1,0,1,1,9.84,10.605,38,19.9995,5,55,60
13-01-2011 16:00,1,0,1,1,9.84,10.605,38,23.9994,2,76,78
13-01-2011 17:00,1,0,1,1,8.2,9.09,40,19.0012,4,158,162
13-01-2011 18:00,1,0,1,1,8.2,9.09,40,22.0028,3,141,144
13-01-2011 19:00,1,0,1,1,6.56,7.575,47,16.9979,1,98,99
13-01-2011 20:00,1,0,1,1,6.56,7.575,47,15.0013,0,64,64
13-01-2011 21:00,1,0,1,1,5.74,6.06,46,19.9995,0,40,40
13-01-2011 22:00,1,0,1,1,5.74,6.06,46,22.0028,0,30,30
13-01-2011 23:00,1,0,1,1,4.92,6.82,50,12.998,1,14,15
14-01-2011 00:00,1,0,1,1,4.92,6.82,50,12.998,0,14,14
14-01-2011 01:00,1,0,1,1,4.1,6.06,54,11.0014,0,5,5
14-01-2011 02:00,1,0,1,1,4.1,6.06,54,8.9981,0,1,1
14-01-2011 03:00,1,0,1,1,4.1,6.82,54,7.0015,0,1,1
14-01-2011 05:00,1,0,1,1,4.1,6.82,54,6.0032,0,8,8
14-01-2011 06:00,1,0,1,1,4.1,9.09,54,0,0,17,17
14-01-2011 07:00,1,0,1,1,4.1,6.06,74,11.0014,0,70,70
14-01-2011 08:00,1,0,1,1,4.92,8.335,68,0,2,156,158
14-01-2011 09:00,1,0,1,1,5.74,7.575,69,8.9981,0,117,117
14-01-2011 10:00,1,0,1,1,7.38,9.09,55,12.998,4,40,44
14-01-2011 11:00,1,0,1,1,7.38,8.335,51,19.0012,6,47,53
14-01-2011 12:00,1,0,1,1,8.2,9.85,44,16.9979,2,59,61
14-01-2011 13:00,1,0,1,1,9.02,9.85,37,26.0027,4,73,77
14-01-2011 14:00,1,0,1,1,9.02,10.605,41,19.0012,5,59,64
14-01-2011 15:00,1,0,1,1,9.84,12.12,38,11.0014,9,59,68
14-01-2011 16:00,1,0,1,1,9.02,12.12,41,7.0015,3,87,90
14-01-2011 17:00,1,0,1,1,9.02,11.365,41,11.0014,4,155,159
14-01-2011 18:00,1,0,1,1,8.2,12.88,47,0,5,134,139
14-01-2011 19:00,1,0,1,1,6.56,9.85,59,6.0032,3,89,92
14-01-2011 20:00,1,0,1,1,7.38,12.12,59,0,0,68,68
14-01-2011 21:00,1,0,1,1,6.56,11.365,69,0,4,48,52
14-01-2011 22:00,1,0,1,2,6.56,11.365,69,0,2,34,36
14-01-2011 23:00,1,0,1,2,7.38,12.12,55,0,1,26,27
15-01-2011 00:00,1,0,0,1,7.38,12.12,55,0,3,25,28
15-01-2011 01:00,1,0,0,2,6.56,9.85,59,6.0032,2,18,20
15-01-2011 02:00,1,0,0,2,6.56,9.85,59,6.0032,0,12,12
15-01-2011 03:00,1,0,0,2,6.56,11.365,59,0,1,7,8
15-01-2011 04:00,1,0,0,2,6.56,11.365,59,0,0,5,5
15-01-2011 05:00,1,0,0,1,6.56,11.365,59,0,0,1,1
15-01-2011 06:00,1,0,0,1,5.74,8.335,63,7.0015,1,2,3
15-01-2011 07:00,1,0,0,1,5.74,10.605,63,0,1,9,10
15-01-2011 08:00,1,0,0,1,5.74,7.575,63,8.9981,1,22,23
15-01-2011 09:00,1,0,0,1,6.56,9.09,64,8.9981,2,31,33
15-01-2011 10:00,1,0,0,1,7.38,9.85,59,11.0014,2,57,59
15-01-2011 11:00,1,0,0,1,8.2,9.85,55,15.0013,18,54,72
15-01-2011 12:00,1,0,0,1,9.84,11.365,48,15.0013,15,74,89
15-01-2011 13:00,1,0,0,1,11.48,12.88,38,19.9995,21,80,101
15-01-2011 14:00,1,0,0,1,12.3,14.395,39,19.0012,26,92,118
15-01-2011 15:00,1,0,0,2,13.12,15.91,36,12.998,21,108,129
15-01-2011 16:00,1,0,0,2,13.94,16.665,34,12.998,33,95,128
15-01-2011 17:00,1,0,0,2,13.12,15.15,36,19.0012,29,54,83
15-01-2011 18:00,1,0,0,2,12.3,14.395,45,16.9979,15,69,84
15-01-2011 19:00,1,0,0,2,13.12,15.15,39,16.9979,14,60,74
15-01-2011 20:00,1,0,0,2,13.12,15.15,39,16.9979,6,35,41
15-01-2011 21:00,1,0,0,2,13.12,15.15,39,15.0013,6,51,57
15-01-2011 22:00,1,0,0,2,12.3,15.91,42,7.0015,0,26,26
15-01-2011 23:00,1,0,0,1,12.3,14.395,45,19.0012,5,39,44
16-01-2011 00:00,1,0,0,1,10.66,15.15,56,0,6,33,39
16-01-2011 01:00,1,0,0,1,10.66,13.635,56,8.9981,4,19,23
16-01-2011 02:00,1,0,0,1,10.66,14.395,56,6.0032,3,13,16
