,filename,pollen_carrying
278,P23491-115r.jpg,1
279,P55021-82r.jpg,1
280,NP22875-108r.jpg,0
281,P20945-63r.jpg,1
282,P24981-147r.jpg,1
283,NP4050-41r.jpg,0
284,NP9897-122r.jpg,0
285,NP20204-42r.jpg,0
286,P13576-209r.jpg,1
287,NP22080-85r.jpg,0
288,P27101-196r.jpg,1
289,NP6877-87r.jpg,0
290,P26066-169r.jpg,1
291,P26330-178r.jpg,1
292,NP12823-181r.jpg,0
293,P28671-237r.jpg,1
294,NP15204-237r.jpg,0
295,P27927-213r.jpg,1
296,P20945-62r.jpg,1
297,NP21808-78r.jpg,0
298,P14842-230r.jpg,1
299,P54064-64r.jpg,1
300,P28386-223r.jpg,1
301,P12969-190r.jpg,1
302,P18381-4r.jpg,1
303,P1343-3r.jpg,1
304,P56103-102r.jpg,1
305,P6534-84r.jpg,1
306,NP10546-134r.jpg,0
307,NP2237-28r.jpg,0
308,P58969-156r.jpg,1
309,P58302-146r.jpg,1
310,P4736-54r.jpg,1
311,NP58262-145r.jpg,0
312,P15525-244r.jpg,1
313,NP28290-220r.jpg,0
314,NP25240-156r.jpg,0
315,NP28616-236r.jpg,0
316,NP14055-217r.jpg,0
317,NP59777-173r.jpg,0
318,P18476-8r.jpg,1
319,P15350-238r.jpg,1
320,NP6046-75r.jpg,0
321,NP4561-51r.jpg,0
322,NP58841-155r.jpg,0
323,NP16088-253r.jpg,0
324,NP12494-177r.jpg,0
325,P23160-111r.jpg,1
326,P11538-34r.jpg,1
327,NP19958-40r.jpg,0
328,P4439-24r.jpg,1
329,NP26307-176r.jpg,0
330,NP15422-241r.jpg,0
331,P22897-109r.jpg,1
332,NP5100-61r.jpg,0
333,P4277-23r.jpg,1
334,NP65219-241r.jpg,0
335,NP27927-214r.jpg,0
336,P23937-122r.jpg,1
337,NP57505-123r.jpg,0
338,NP28386-224r.jpg,0
339,NP63467-217r.jpg,0
340,NP56585-113r.jpg,0
341,P52271-16r.jpg,1
342,P14428-222r.jpg,1
343,P15092-234r.jpg,1
344,P63000-204r.jpg,1
345,P7789-101r.jpg,1
346,NP1779-22r.jpg,0
347,P22618-99r.jpg,1
348,P10546-133r.jpg,1
349,P58780-152r.jpg,1
350,NP12891-185r.jpg,0
351,NP56463-109r.jpg,0
352,P21808-77r.jpg,1
353,NP27471-206r.jpg,0
354,P59501-168r.jpg,1
355,NP53890-59r.jpg,0
356,P57883-136r.jpg,1
357,NP22026-80r.jpg,0
358,NP7441-92r.jpg,0
359,NP5238-67r.jpg,0
360,P21211-66r.jpg,1
361,NP55888-99r.jpg,0
362,P22324-86r.jpg,1
363,P51770-6r.jpg,1
364,NP28510-232r.jpg,0
365,NP11553-158r.jpg,0
366,P12828-40r.jpg,1
367,NP53827-51r.jpg,0
368,P64700-236r.jpg,1
369,P18976-26r.jpg,1
370,NP61628-189r.jpg,0
371,P57627-130r.jpg,1
372,P13015-41r.jpg,1
373,NP7789-102r.jpg,0
374,NP64282-235r.jpg,0
375,NP53857-55r.jpg,0
376,P19386-29r.jpg,1
377,NP25880-162r.jpg,0
378,NP3909-22r.jpg,0
379,P12347-37r.jpg,1
380,P26330-177r.jpg,1
381,P9226-113r.jpg,1
382,P29088-245r.jpg,1
383,P54240-68r.jpg,1
384,P18775-17r.jpg,1
385,NP62333-201r.jpg,0
386,P1535-9r.jpg,1
387,P20396-47r.jpg,1
388,NP27702-212r.jpg,0
389,NP63265-213r.jpg,0
390,P13151-44r.jpg,1
391,P23937-121r.jpg,1
392,NP21577-75r.jpg,0
393,NP4226-45r.jpg,0
394,P22026-79r.jpg,1
395,P25099-151r.jpg,1
396,P7776-99r.jpg,1
397,NP11139-148r.jpg,0
398,P666-4r.jpg,1
399,NP1268-15r.jpg,0
400,NP10604-138r.jpg,0
401,NP54249-71r.jpg,0
402,NP53944-63r.jpg,0
403,NP12467-175r.jpg,0
404,NP15732-247r.jpg,0
405,P24720-141r.jpg,1
406,P59293-160r.jpg,1
407,P4874-56r.jpg,1
408,NP11339-154r.jpg,0
409,P28463-227r.jpg,1
410,P13756-212r.jpg,1
411,P51656-4r.jpg,1
412,P11681-160r.jpg,1
413,NP52248-13r.jpg,0
414,NP52209-9r.jpg,0
415,NP666-5r.jpg,0
416,P4501-48r.jpg,1
417,NP12835-183r.jpg,0
418,P14733-228r.jpg,1
419,NP24473-138r.jpg,0
420,P52413-22r.jpg,1
421,NP65385-245r.jpg,0
422,NP57225-119r.jpg,0
423,NP53614-45r.jpg,0
424,P9995-123r.jpg,1
425,P18976-25r.jpg,1
426,NP61600-187r.jpg,0
427,NP2883-18r.jpg,0
428,P19587-33r.jpg,1
429,NP10057-126r.jpg,0
430,NP27452-204r.jpg,0
431,P27101-195r.jpg,1
432,P6113-76r.jpg,1
433,NP5576-69r.jpg,0
434,P24063-127r.jpg,1
435,P60227-182r.jpg,1
436,P1803-23r.jpg,1
437,NP18721-14r.jpg,0
438,P12940-188r.jpg,1
439,P12708-39r.jpg,1
440,NP12922-187r.jpg,0
441,P55879-96r.jpg,1
442,NP13122-195r.jpg,0
443,NP55021-83r.jpg,0
444,NP20396-48r.jpg,0
445,P11339-153r.jpg,1
446,NP57861-135r.jpg,0
447,NP59286-159r.jpg,0
448,P63124-208r.jpg,1
449,NP26816-192r.jpg,0
450,NP25240-155r.jpg,0
451,NP60035-179r.jpg,0
452,NP18775-18r.jpg,0
453,P66158-252r.jpg,1
454,P56909-116r.jpg,1
455,NP57784-133r.jpg,0
456,P62009-196r.jpg,1
457,P18718-12r.jpg,1
458,NP10154-130r.jpg,0
459,NP19386-30r.jpg,0
460,NP12344-173r.jpg,0
461,P51501-0r.jpg,1
462,P56558-110r.jpg,1
463,NP15065-233r.jpg,0
464,NP26791-190r.jpg,0
465,NP28430-226r.jpg,0
466,NP1803-24r.jpg,0
467,P24025-125r.jpg,1
468,P7621-95r.jpg,1
469,NP6375-83r.jpg,0
470,P60164-180r.jpg,1
471,NP12216-171r.jpg,0
472,P63443-214r.jpg,1
473,P59440-166r.jpg,1
474,NP28480-230r.jpg,0
475,NP5805-73r.jpg,0
476,P57593-128r.jpg,1
477,P12189-168r.jpg,1
478,P56185-104r.jpg,1
479,NP61660-191r.jpg,0
480,NP6313-81r.jpg,0
481,P18952-23r.jpg,1
482,NP11740-165r.jpg,0
483,NP11290-152r.jpg,0
484,P22080-84r.jpg,1
485,NP13851-215r.jpg,0
486,P24997-149r.jpg,1
487,NP54064-65r.jpg,0
488,P25986-166r.jpg,1
489,P15494-242r.jpg,1
490,P24823-143r.jpg,1
491,P61044-184r.jpg,1
492,P13394-202r.jpg,1
493,NP56414-107r.jpg,0
494,P65810-250r.jpg,1
495,NP5109-63r.jpg,0
496,P13169-196r.jpg,1
497,P11048-28r.jpg,1
498,NP62319-199r.jpg,0
499,NP13080-193r.jpg,0
500,NP14569-227r.jpg,0
501,NP1387-5r.jpg,0
502,NP29121-248r.jpg,0
503,P27671-209r.jpg,1
504,P10566-135r.jpg,1
505,P22459-90r.jpg,1
506,NP7797-104r.jpg,0
507,P63102-206r.jpg,1
508,NP57962-143r.jpg,0
509,P26577-183r.jpg,1
510,NP52271-17r.jpg,0
511,P18278-0r.jpg,1
512,NP10660-141r.jpg,0
513,P7660-97r.jpg,1
514,P59724-170r.jpg,1
515,P18779-19r.jpg,1
516,NP18779-20r.jpg,0
517,NP16527-255r.jpg,0
518,NP28159-218r.jpg,0
519,NP3570-38r.jpg,0
520,P4315-46r.jpg,1
521,NP56840-115r.jpg,0
522,NP10710-143r.jpg,0
523,P25240-153r.jpg,1
524,NP28349-222r.jpg,0
525,NP57898-139r.jpg,0
526,NP24865-146r.jpg,0
527,P58503-150r.jpg,1
528,P53827-50r.jpg,1
529,NP24823-144r.jpg,0
530,NP1245-13r.jpg,0
531,P62379-202r.jpg,1
532,P3641-19r.jpg,1
533,NP20417-50r.jpg,0
534,P11537-33r.jpg,1
535,P4659-25r.jpg,1
536,P20364-43r.jpg,1
537,P13151-45r.jpg,1
538,P64239-232r.jpg,1
539,P53890-58r.jpg,1
540,P55888-98r.jpg,1
541,NP14163-219r.jpg,0
542,NP25377-158r.jpg,0
543,NP21211-67r.jpg,0
544,NP23667-118r.jpg,0
545,P64282-234r.jpg,1
546,NP55845-95r.jpg,0
547,NP1768-10r.jpg,0
548,NP51501-1r.jpg,0
549,P62333-200r.jpg,1
550,P63265-212r.jpg,1
551,P24191-129r.jpg,1
552,NP11180-150r.jpg,0
553,NP25478-160r.jpg,0
554,NP24981-148r.jpg,0
555,P22875-107r.jpg,1
556,P26291-173r.jpg,1
557,NP54680-79r.jpg,0
558,NP10848-144r.jpg,0
559,NP22071-83r.jpg,0
560,P53776-46r.jpg,1
561,NP13068-42r.jpg,0
562,NP53247-39r.jpg,0
563,P15732-246r.jpg,1
564,P12467-174r.jpg,1
565,NP20945-64r.jpg,0
566,NP24292-132r.jpg,0
567,P22578-95r.jpg,1
568,NP13756-213r.jpg,0
569,P1344-4r.jpg,1
570,NP11681-161r.jpg,0
571,P22434-88r.jpg,1
572,P22494-92r.jpg,1
573,P12835-182r.jpg,1
574,NP14733-229r.jpg,0
575,NP53866-57r.jpg,0
576,P5576-68r.jpg,1
577,P57225-118r.jpg,1
578,P65385-244r.jpg,1
579,NP6113-77r.jpg,0
580,P61600-186r.jpg,1
581,NP9603-118r.jpg,0
582,P52239-10r.jpg,1
583,P18835-21r.jpg,1
584,NP60227-183r.jpg,0
585,NP1034-9r.jpg,0
586,NP21559-72r.jpg,0
587,NP7170-90r.jpg,0
588,NP19683-36r.jpg,0
589,P18444-6r.jpg,1
590,NP12940-189r.jpg,0
591,NP55793-93r.jpg,0
592,NP11660-159r.jpg,0
593,NP4874-57r.jpg,0
594,P9603-117r.jpg,1
595,NP20645-56r.jpg,0
596,P12922-186r.jpg,1
597,NP4501-49r.jpg,0
598,P20725-58r.jpg,1
599,NP10109-128r.jpg,0
600,P28096-215r.jpg,1
601,NP51656-5r.jpg,0
602,P13122-194r.jpg,1
603,P52209-8r.jpg,1
604,P52861-34r.jpg,1
605,P21559-71r.jpg,1
606,P19683-35r.jpg,1
607,NP55973-101r.jpg,0
608,P54423-74r.jpg,1
609,NP24360-136r.jpg,0
610,P57861-134r.jpg,1
611,P59286-158r.jpg,1
612,NP63124-209r.jpg,0
613,NP66158-253r.jpg,0
614,P60035-178r.jpg,1
615,P25240-154r.jpg,1
616,P1268-14r.jpg,1
617,NP52248-15r.jpg,0
618,P27249-201r.jpg,1
619,NP56909-117r.jpg,0
620,NP18835-22r.jpg,0
621,NP62009-197r.jpg,0
622,P10536-26r.jpg,1
623,P57784-132r.jpg,1
624,NP54936-81r.jpg,0
625,P13570-207r.jpg,1
626,NP53341-41r.jpg,0
627,P12344-172r.jpg,1
628,NP52738-31r.jpg,0
629,NP56558-111r.jpg,0
630,NP2082-26r.jpg,0
631,P20645-55r.jpg,1
632,P15065-232r.jpg,1
633,P12383-38r.jpg,1
634,P26307-175r.jpg,1
635,NP20833-61r.jpg,0
636,NP60164-181r.jpg,0
637,P12216-170r.jpg,1
638,NP63443-215r.jpg,0
639,NP27452-203r.jpg,0
640,NP59440-167r.jpg,0
641,P26618-185r.jpg,1
642,NP56185-105r.jpg,0
643,NP54260-73r.jpg,0
644,NP12189-169r.jpg,0
645,NP57593-129r.jpg,0
646,NP28569-234r.jpg,0
647,P61660-190r.jpg,1
648,P11740-164r.jpg,1
649,P52587-28r.jpg,1
650,P28616-235r.jpg,1
651,P20472-51r.jpg,1
652,NP15494-243r.jpg,0
653,NP3121-34r.jpg,0
654,P54190-66r.jpg,1
655,NP4141-43r.jpg,0
656,NP28729-240r.jpg,0
657,NP22897-110r.jpg,0
658,NP61044-185r.jpg,0
659,NP4315-47r.jpg,0
660,P3121-33r.jpg,1
661,NP65810-251r.jpg,0
662,P56414-106r.jpg,1
663,P7441-91r.jpg,1
664,P28290-219r.jpg,1
665,P9132-109r.jpg,1
666,NP13169-197r.jpg,0
667,NP7776-100r.jpg,0
668,P53842-52r.jpg,1
669,P22679-102r.jpg,1
670,P13080-192r.jpg,1
671,P62319-198r.jpg,1
672,NP53802-49r.jpg,0
673,NP52328-19r.jpg,0
674,NP53573-43r.jpg,0
675,P14569-226r.jpg,1
676,P1509-8r.jpg,1
677,NP63102-207r.jpg,0
678,NP52361-21r.jpg,0
679,P57962-142r.jpg,1
680,P55621-90r.jpg,1
681,NP20472-52r.jpg,0
682,P10660-140r.jpg,1
683,NP53916-61r.jpg,0
684,NP9132-110r.jpg,0
685,P52583-26r.jpg,1
686,P52799-32r.jpg,1
687,NP59724-171r.jpg,0
688,P16527-254r.jpg,1
689,NP54657-77r.jpg,0
690,P28569-233r.jpg,1
691,P28510-231r.jpg,1
692,P23751-119r.jpg,1
693,NP20673-57r.jpg,0
694,P56840-114r.jpg,1
695,P10710-142r.jpg,1
696,P57898-138r.jpg,1
697,P5109-62r.jpg,1
698,NP13068-43r.jpg,0
699,P27471-205r.jpg,1
700,NP58503-151r.jpg,0
701,NP13576-210r.jpg,0
702,NP55089-85r.jpg,0
703,NP53184-37r.jpg,0
704,NP26066-170r.jpg,0
705,P55374-88r.jpg,1
706,P52563-24r.jpg,1
707,NP62379-203r.jpg,0
708,P55211-86r.jpg,1
709,NP64239-233r.jpg,0
710,NP10304-132r.jpg,0
711,NP28671-238r.jpg,0
712,P14163-218r.jpg,1
713,NP1768-11r.jpg,0
