,UNIXTime,Data,Time,Radiation,Temperature,Pressure,Humidity,WindDirection(Degrees),Speed,TimeSunRise,TimeSunSet,Year,Month,Date
29,1475220621,2016-09-29,21:30:21,1.23,50,0.46999999999999886,95.0,143,6.75,06:13:00,18:13:00,2016,9,9
30,1475220322,2016-09-29,21:25:22,1.24,50,0.46999999999999886,94.0,154,5.62,06:13:00,18:13:00,2016,9,9
31,1475220021,2016-09-29,21:20:21,1.2,50,0.46999999999999886,93.0,165,4.5,06:13:00,18:13:00,2016,9,9
32,1475219723,2016-09-29,21:15:23,1.24,50,0.46999999999999886,93.0,139,7.87,06:13:00,18:13:00,2016,9,9
33,1475219420,2016-09-29,21:10:20,1.21,49,0.46999999999999886,93.0,166,9.0,06:13:00,18:13:00,2016,9,9
34,1475219126,2016-09-29,21:05:26,1.24,50,0.46999999999999886,93.0,116,5.62,06:13:00,18:13:00,2016,9,9
35,1475218820,2016-09-29,21:00:20,1.2,50,0.46999999999999886,92.0,157,4.5,06:13:00,18:13:00,2016,9,9
36,1475218518,2016-09-29,20:55:18,1.19,50,0.46999999999999886,91.0,112,7.87,06:13:00,18:13:00,2016,9,9
37,1475218220,2016-09-29,20:50:20,1.25,50,0.46999999999999886,90.0,133,6.75,06:13:00,18:13:00,2016,9,9
38,1475217924,2016-09-29,20:45:24,1.25,50,0.46999999999999886,88.0,140,6.75,06:13:00,18:13:00,2016,9,9
39,1475217619,2016-09-29,20:40:19,1.23,50,0.46999999999999886,87.0,52,1.12,06:13:00,18:13:00,2016,9,9
40,1475217319,2016-09-29,20:35:19,1.21,50,0.46999999999999886,86.0,132,4.5,06:13:00,18:13:00,2016,9,9
41,1475217018,2016-09-29,20:30:18,1.25,50,0.46000000000000085,85.0,138,5.62,06:13:00,18:13:00,2016,9,9
42,1475216720,2016-09-29,20:25:20,1.23,50,0.46000000000000085,84.0,109,3.37,06:13:00,18:13:00,2016,9,9
43,1475216423,2016-09-29,20:20:23,1.23,50,0.46999999999999886,81.0,123,3.37,06:13:00,18:13:00,2016,9,9
44,1475216120,2016-09-29,20:15:20,1.26,50,0.46000000000000085,75.0,158,4.5,06:13:00,18:13:00,2016,9,9
45,1475215822,2016-09-29,20:10:22,1.17,50,0.46000000000000085,70.0,165,5.62,06:13:00,18:13:00,2016,9,9
46,1475215522,2016-09-29,20:05:22,1.22,50,0.46000000000000085,63.0,160,3.37,06:13:00,18:13:00,2016,9,9
47,1475215218,2016-09-29,20:00:18,1.22,50,0.46000000000000085,51.0,155,4.5,06:13:00,18:13:00,2016,9,9
48,1475214923,2016-09-29,19:55:23,1.22,50,0.46000000000000085,47.0,157,6.75,06:13:00,18:13:00,2016,9,9
49,1475214622,2016-09-29,19:50:22,1.24,50,0.46000000000000085,46.0,151,3.37,06:13:00,18:13:00,2016,9,9
50,1475214325,2016-09-29,19:45:25,1.25,50,0.46000000000000085,47.0,105,4.5,06:13:00,18:13:00,2016,9,9
51,1475214022,2016-09-29,19:40:22,1.19,50,0.46000000000000085,48.0,135,4.5,06:13:00,18:13:00,2016,9,9
52,1475213722,2016-09-29,19:35:22,1.19,50,0.46000000000000085,56.0,140,4.5,06:13:00,18:13:00,2016,9,9
53,1475213420,2016-09-29,19:30:20,1.23,50,0.46000000000000085,57.0,165,4.5,06:13:00,18:13:00,2016,9,9
54,1475213121,2016-09-29,19:25:21,1.19,51,0.46000000000000085,55.0,126,3.37,06:13:00,18:13:00,2016,9,9
55,1475212820,2016-09-29,19:20:20,1.23,51,0.46000000000000085,54.0,119,4.5,06:13:00,18:13:00,2016,9,9
56,1475212522,2016-09-29,19:15:22,1.22,51,0.4499999999999993,53.0,95,2.25,06:13:00,18:13:00,2016,9,9
57,1475212224,2016-09-29,19:10:24,1.24,51,0.4499999999999993,51.0,100,4.5,06:13:00,18:13:00,2016,9,9
58,1475211920,2016-09-29,19:05:20,1.24,51,0.4499999999999993,51.0,111,2.25,06:13:00,18:13:00,2016,9,9
59,1475211624,2016-09-29,19:00:24,1.23,51,0.4499999999999993,52.0,145,5.62,06:13:00,18:13:00,2016,9,9
60,1475211319,2016-09-29,18:55:19,1.23,51,0.4499999999999993,51.0,105,6.75,06:13:00,18:13:00,2016,9,9
61,1475211024,2016-09-29,18:50:24,1.24,51,0.4499999999999993,52.0,120,5.62,06:13:00,18:13:00,2016,9,9
62,1475210719,2016-09-29,18:45:19,1.23,51,0.4400000000000013,55.0,170,5.62,06:13:00,18:13:00,2016,9,9
63,1475210421,2016-09-29,18:40:21,1.21,52,0.4400000000000013,55.0,107,5.62,06:13:00,18:13:00,2016,9,9
64,1475210121,2016-09-29,18:35:21,1.24,52,0.4400000000000013,55.0,129,6.75,06:13:00,18:13:00,2016,9,9
65,1475209823,2016-09-29,18:30:23,1.18,52,0.4499999999999993,59.0,158,3.37,06:13:00,18:13:00,2016,9,9
66,1475209519,2016-09-29,18:25:19,1.52,52,0.4400000000000013,59.0,211,2.25,06:13:00,18:13:00,2016,9,9
67,1475209223,2016-09-29,18:20:23,5.07,53,0.4400000000000013,61.0,174,4.5,06:13:00,18:13:00,2016,9,9
68,1475208921,2016-09-29,18:15:21,6.16,53,0.4400000000000013,62.0,120,7.87,06:13:00,18:13:00,2016,9,9
69,1475208652,2016-09-29,18:10:52,6.63,53,0.4400000000000013,59.0,118,5.62,06:13:00,18:13:00,2016,9,9
70,1475208322,2016-09-29,18:05:22,10.96,54,0.4400000000000013,59.0,154,4.5,06:13:00,18:13:00,2016,9,9
71,1475208022,2016-09-29,18:00:22,19.42,55,0.4400000000000013,57.0,58,6.75,06:13:00,18:13:00,2016,9,9
72,1475207722,2016-09-29,17:55:22,27.14,55,0.4400000000000013,53.0,47,4.5,06:13:00,18:13:00,2016,9,9
73,1475207419,2016-09-29,17:50:19,33.75,56,0.4400000000000013,52.0,74,2.25,06:13:00,18:13:00,2016,9,9
74,1475207122,2016-09-29,17:45:22,49.57,56,0.4400000000000013,49.0,25,6.75,06:13:00,18:13:00,2016,9,9
75,1475206822,2016-09-29,17:40:22,59.62,56,0.4400000000000013,50.0,102,2.25,06:13:00,18:13:00,2016,9,9
76,1475206538,2016-09-29,17:35:38,87.23,56,0.4400000000000013,48.0,67,3.37,06:13:00,18:13:00,2016,9,9
77,1475206225,2016-09-29,17:30:25,109.93,56,0.4299999999999997,49.0,180,2.25,06:13:00,18:13:00,2016,9,9
78,1475205925,2016-09-29,17:25:25,130.82,57,0.4299999999999997,57.0,150,2.25,06:13:00,18:13:00,2016,9,9
79,1475205625,2016-09-29,17:20:25,160.52,57,0.4299999999999997,55.0,47,5.62,06:13:00,18:13:00,2016,9,9
80,1475205320,2016-09-29,17:15:20,191.37,58,0.4299999999999997,52.0,333,1.12,06:13:00,18:13:00,2016,9,9
81,1475205020,2016-09-29,17:10:20,207.05,58,0.4299999999999997,49.0,41,4.5,06:13:00,18:13:00,2016,9,9
82,1475204722,2016-09-29,17:05:22,240.99,58,0.4299999999999997,45.0,132,5.62,06:13:00,18:13:00,2016,9,9
83,1475204424,2016-09-29,17:00:24,274.83,58,0.4299999999999997,41.0,332,4.5,06:13:00,18:13:00,2016,9,9
84,1475204125,2016-09-29,16:55:25,300.94,58,0.4299999999999997,55.0,45,3.37,06:13:00,18:13:00,2016,9,9
85,1475203822,2016-09-29,16:50:22,322.71,58,0.4299999999999997,56.0,94,7.87,06:13:00,18:13:00,2016,9,9
86,1475203538,2016-09-29,16:45:38,346.59,58,0.4299999999999997,50.0,81,6.75,06:13:00,18:13:00,2016,9,9
87,1475203220,2016-09-29,16:40:20,364.18,58,0.4299999999999997,49.0,351,7.87,06:13:00,18:13:00,2016,9,9
88,1475202941,2016-09-29,16:35:41,368.35,58,0.4299999999999997,51.0,78,5.62,06:13:00,18:13:00,2016,9,9
89,1475202622,2016-09-29,16:30:22,362.84,58,0.4299999999999997,46.0,85,5.62,06:13:00,18:13:00,2016,9,9
90,1475202321,2016-09-29,16:25:21,423.9,59,0.4299999999999997,48.0,19,4.5,06:13:00,18:13:00,2016,9,9
91,1475202025,2016-09-29,16:20:25,457.69,58,0.4299999999999997,59.0,18,4.5,06:13:00,18:13:00,2016,9,9
92,1475201723,2016-09-29,16:15:23,511.38,58,0.4299999999999997,52.0,69,3.37,06:13:00,18:13:00,2016,9,9
93,1475201422,2016-09-29,16:10:22,566.83,58,0.4299999999999997,52.0,40,4.5,06:13:00,18:13:00,2016,9,9
94,1475201120,2016-09-29,16:05:20,187.96,58,0.4299999999999997,49.0,0,4.5,06:13:00,18:13:00,2016,9,9
95,1475200820,2016-09-29,16:00:20,310.59,59,0.4299999999999997,58.0,27,9.0,06:13:00,18:13:00,2016,9,9
96,1475200522,2016-09-29,15:55:22,230.26,59,0.4299999999999997,46.0,359,3.37,06:13:00,18:13:00,2016,9,9
97,1475200221,2016-09-29,15:50:21,623.31,60,0.4299999999999997,46.0,22,7.87,06:13:00,18:13:00,2016,9,9
98,1475199922,2016-09-29,15:45:22,312.1,60,0.4299999999999997,48.0,4,10.12,06:13:00,18:13:00,2016,9,9
99,1475199624,2016-09-29,15:40:24,803.72,60,0.4299999999999997,44.0,355,7.87,06:13:00,18:13:00,2016,9,9
100,1475199319,2016-09-29,15:35:19,671.97,60,0.4200000000000017,47.0,0,7.87,06:13:00,18:13:00,2016,9,9
101,1475199020,2016-09-29,15:30:20,670.32,60,0.4200000000000017,51.0,53,4.5,06:13:00,18:13:00,2016,9,9
102,1475198721,2016-09-29,15:25:21,679.73,60,0.4200000000000017,48.0,353,9.0,06:13:00,18:13:00,2016,9,9
103,1475198424,2016-09-29,15:20:24,687.62,60,0.4299999999999997,54.0,2,4.5,06:13:00,18:13:00,2016,9,9
104,1475198118,2016-09-29,15:15:18,697.66,61,0.4200000000000017,53.0,34,11.25,06:13:00,18:13:00,2016,9,9
105,1475197821,2016-09-29,15:10:21,716.27,61,0.4200000000000017,44.0,11,7.87,06:13:00,18:13:00,2016,9,9
106,1475197523,2016-09-29,15:05:23,744.43,61,0.4299999999999997,50.0,1,5.62,06:13:00,18:13:00,2016,9,9
107,1475197330,2016-09-29,15:02:10,612.34,61,0.4200000000000017,53.0,345,7.87,06:13:00,18:13:00,2016,9,9
108,1475196921,2016-09-29,14:55:21,760.9,61,0.4200000000000017,50.0,165,4.5,06:13:00,18:13:00,2016,9,9
109,1475196621,2016-09-29,14:50:21,773.71,61,0.4200000000000017,57.0,30,6.75,06:13:00,18:13:00,2016,9,9
110,1475196318,2016-09-29,14:45:18,790.08,61,0.4200000000000017,59.0,34,3.37,06:13:00,18:13:00,2016,9,9
111,1475196023,2016-09-29,14:40:23,804.28,61,0.4200000000000017,59.0,19,7.87,06:13:00,18:13:00,2016,9,9
112,1475195724,2016-09-29,14:35:24,818.82,61,0.4200000000000017,53.0,84,6.75,06:13:00,18:13:00,2016,9,9
113,1475195419,2016-09-29,14:30:19,855.63,62,0.4200000000000017,51.0,31,5.62,06:13:00,18:13:00,2016,9,9
114,1475195120,2016-09-29,14:25:20,875.16,62,0.4200000000000017,58.0,149,3.37,06:13:00,18:13:00,2016,9,9
115,1475194821,2016-09-29,14:20:21,867.9,62,0.4200000000000017,54.0,62,3.37,06:13:00,18:13:00,2016,9,9
116,1475194527,2016-09-29,14:15:27,872.67,62,0.4299999999999997,58.0,39,5.62,06:13:00,18:13:00,2016,9,9
117,1475194220,2016-09-29,14:10:20,890.52,62,0.4299999999999997,50.0,122,4.5,06:13:00,18:13:00,2016,9,9
118,1475193619,2016-09-29,14:00:19,911.06,62,0.4299999999999997,53.0,65,7.87,06:13:00,18:13:00,2016,9,9
119,1475193320,2016-09-29,13:55:20,925.16,62,0.4299999999999997,49.0,69,7.87,06:13:00,18:13:00,2016,9,9
120,1475193020,2016-09-29,13:50:20,933.15,62,0.4299999999999997,47.0,346,5.62,06:13:00,18:13:00,2016,9,9
121,1475192721,2016-09-29,13:45:21,942.73,62,0.4299999999999997,53.0,359,5.62,06:13:00,18:13:00,2016,9,9
122,1475192421,2016-09-29,13:40:21,955.74,62,0.4299999999999997,50.0,9,4.5,06:13:00,18:13:00,2016,9,9
123,1475192121,2016-09-29,13:35:21,959.47,62,0.4299999999999997,54.0,19,9.0,06:13:00,18:13:00,2016,9,9
124,1475191820,2016-09-29,13:30:20,970.22,62,0.4299999999999997,57.0,0,6.75,06:13:00,18:13:00,2016,9,9
125,1475191518,2016-09-29,13:25:18,974.87,62,0.4299999999999997,54.0,19,11.25,06:13:00,18:13:00,2016,9,9
126,1475191220,2016-09-29,13:20:20,985.22,62,0.4400000000000013,53.0,61,7.87,06:13:00,18:13:00,2016,9,9
127,1475190925,2016-09-29,13:15:25,992.19,62,0.4299999999999997,50.0,63,10.12,06:13:00,18:13:00,2016,9,9
128,1475190622,2016-09-29,13:10:22,997.26,62,0.4400000000000013,56.0,171,7.87,06:13:00,18:13:00,2016,9,9
129,1475190322,2016-09-29,13:05:22,1004.6,62,0.4400000000000013,54.0,45,7.87,06:13:00,18:13:00,2016,9,9
130,1475190019,2016-09-29,13:00:19,1007.96,63,0.4400000000000013,54.0,15,11.25,06:13:00,18:13:00,2016,9,9
131,1475189722,2016-09-29,12:55:22,1013.59,63,0.4400000000000013,54.0,130,9.0,06:13:00,18:13:00,2016,9,9
132,1475189420,2016-09-29,12:50:20,1020.55,62,0.4400000000000013,51.0,21,10.12,06:13:00,18:13:00,2016,9,9
133,1475189119,2016-09-29,12:45:19,1025.63,62,0.4400000000000013,45.0,70,15.75,06:13:00,18:13:00,2016,9,9
134,1475188820,2016-09-29,12:40:20,1029.41,63,0.4499999999999993,46.0,59,12.37,06:13:00,18:13:00,2016,9,9
135,1475188520,2016-09-29,12:35:20,1034.46,63,0.4499999999999993,43.0,79,7.87,06:13:00,18:13:00,2016,9,9
136,1475188219,2016-09-29,12:30:19,1033.54,63,0.4499999999999993,43.0,359,5.62,06:13:00,18:13:00,2016,9,9
137,1475187921,2016-09-29,12:25:21,1039.06,63,0.4499999999999993,40.0,59,4.5,06:13:00,18:13:00,2016,9,9
138,1475187620,2016-09-29,12:20:20,1039.67,63,0.4499999999999993,39.0,40,6.75,06:13:00,18:13:00,2016,9,9
139,1475187320,2016-09-29,12:15:20,1037.76,64,0.46000000000000085,41.0,20,14.62,06:13:00,18:13:00,2016,9,9
140,1475187024,2016-09-29,12:10:24,1039.52,64,0.4499999999999993,41.0,40,13.5,06:13:00,18:13:00,2016,9,9
141,1475186720,2016-09-29,12:05:20,1040.14,63,0.4499999999999993,41.0,117,4.5,06:13:00,18:13:00,2016,9,9
142,1475186427,2016-09-29,12:00:27,1039.22,63,0.46000000000000085,42.0,354,1.12,06:13:00,18:13:00,2016,9,9
143,1475186120,2016-09-29,11:55:20,1035.99,63,0.46000000000000085,41.0,35,4.5,06:13:00,18:13:00,2016,9,9
144,1475185820,2016-09-29,11:50:20,1033.49,63,0.46000000000000085,39.0,350,5.62,06:13:00,18:13:00,2016,9,9
145,1475185518,2016-09-29,11:45:18,1029.15,63,0.46000000000000085,41.0,14,9.0,06:13:00,18:13:00,2016,9,9
146,1475185220,2016-09-29,11:40:20,1025.51,63,0.46000000000000085,41.0,349,2.25,06:13:00,18:13:00,2016,9,9
147,1475184919,2016-09-29,11:35:19,1023.78,63,0.46000000000000085,41.0,31,9.0,06:13:00,18:13:00,2016,9,9
148,1475184622,2016-09-29,11:30:22,1017.57,63,0.46999999999999886,37.0,339,3.37,06:13:00,18:13:00,2016,9,9
149,1475184320,2016-09-29,11:25:20,1013.93,63,0.46999999999999886,34.0,67,11.25,06:13:00,18:13:00,2016,9,9
150,1475184021,2016-09-29,11:20:21,1009.36,63,0.46999999999999886,34.0,61,9.0,06:13:00,18:13:00,2016,9,9
151,1475183722,2016-09-29,11:15:22,1002.89,63,0.46999999999999886,33.0,32,6.75,06:13:00,18:13:00,2016,9,9
152,1475183516,2016-09-29,11:11:56,999.19,63,0.46999999999999886,31.0,4,6.75,06:13:00,18:13:00,2016,9,9
153,1475183122,2016-09-29,11:05:22,987.02,62,0.46999999999999886,36.0,38,10.12,06:13:00,18:13:00,2016,9,9
154,1475182823,2016-09-29,11:00:23,981.66,63,0.46999999999999886,40.0,28,7.87,06:13:00,18:13:00,2016,9,9
155,1475182521,2016-09-29,10:55:21,973.79,63,0.46999999999999886,35.0,114,5.62,06:13:00,18:13:00,2016,9,9
156,1475182222,2016-09-29,10:50:22,964.46,63,0.46999999999999886,37.0,60,6.75,06:13:00,18:13:00,2016,9,9
157,1475181920,2016-09-29,10:45:20,957.02,62,0.46999999999999886,40.0,37,7.87,06:13:00,18:13:00,2016,9,9
158,1475181622,2016-09-29,10:40:22,946.32,62,0.46999999999999886,44.0,38,11.25,06:13:00,18:13:00,2016,9,9
159,1475181322,2016-09-29,10:35:22,933.08,62,0.46999999999999886,45.0,37,11.25,06:13:00,18:13:00,2016,9,9
160,1475181021,2016-09-29,10:30:21,926.79,62,0.46999999999999886,43.0,10,5.62,06:13:00,18:13:00,2016,9,9
161,1475180719,2016-09-29,10:25:19,915.84,62,0.46999999999999886,42.0,5,11.25,06:13:00,18:13:00,2016,9,9
162,1475180419,2016-09-29,10:20:19,901.65,62,0.46999999999999886,42.0,24,9.0,06:13:00,18:13:00,2016,9,9
163,1475180123,2016-09-29,10:15:23,899.53,61,0.46999999999999886,46.0,37,7.87,06:13:00,18:13:00,2016,9,9
164,1475179820,2016-09-29,10:10:20,878.76,62,0.46999999999999886,49.0,61,7.87,06:13:00,18:13:00,2016,9,9
165,1475179523,2016-09-29,10:05:23,867.98,61,0.46999999999999886,44.0,359,6.75,06:13:00,18:13:00,2016,9,9
166,1475179225,2016-09-29,10:00:25,855.89,62,0.46999999999999886,41.0,26,7.87,06:13:00,18:13:00,2016,9,9
167,1475178921,2016-09-29,09:55:21,841.52,61,0.46999999999999886,42.0,21,9.0,06:13:00,18:13:00,2016,9,9
168,1475178622,2016-09-29,09:50:22,830.19,62,0.46999999999999886,38.0,52,10.12,06:13:00,18:13:00,2016,9,9
169,1475178319,2016-09-29,09:45:19,815.1,62,0.46999999999999886,39.0,61,6.75,06:13:00,18:13:00,2016,9,9
170,1475178020,2016-09-29,09:40:20,799.29,62,0.46999999999999886,41.0,42,5.62,06:13:00,18:13:00,2016,9,9
171,1475177725,2016-09-29,09:35:25,785.6,61,0.46999999999999886,41.0,37,7.87,06:13:00,18:13:00,2016,9,9
172,1475177421,2016-09-29,09:30:21,768.39,61,0.46999999999999886,45.0,7,7.87,06:13:00,18:13:00,2016,9,9
173,1475177119,2016-09-29,09:25:19,754.06,61,0.46999999999999886,44.0,186,4.5,06:13:00,18:13:00,2016,9,9
174,1475176822,2016-09-29,09:20:22,738.75,61,0.46999999999999886,43.0,7,7.87,06:13:00,18:13:00,2016,9,9
175,1475176523,2016-09-29,09:15:23,722.23,61,0.46000000000000085,44.0,33,11.25,06:13:00,18:13:00,2016,9,9
176,1475176223,2016-09-29,09:10:23,706.41,61,0.46000000000000085,44.0,56,6.75,06:13:00,18:13:00,2016,9,9
177,1475175921,2016-09-29,09:05:21,686.3,61,0.46000000000000085,45.0,70,3.37,06:13:00,18:13:00,2016,9,9
178,1475175626,2016-09-29,09:00:26,669.11,60,0.46000000000000085,49.0,16,9.0,06:13:00,18:13:00,2016,9,9
179,1475175321,2016-09-29,08:55:21,652.51,61,0.46000000000000085,47.0,52,2.25,06:13:00,18:13:00,2016,9,9
180,1475175023,2016-09-29,08:50:23,634.99,61,0.46000000000000085,41.0,14,6.75,06:13:00,18:13:00,2016,9,9
181,1475174727,2016-09-29,08:45:27,617.87,61,0.46000000000000085,31.0,19,7.87,06:13:00,18:13:00,2016,9,9
182,1475174421,2016-09-29,08:40:21,597.41,61,0.46000000000000085,34.0,0,2.25,06:13:00,18:13:00,2016,9,9
183,1475174122,2016-09-29,08:35:22,578.24,61,0.46000000000000085,31.0,24,4.5,06:13:00,18:13:00,2016,9,9
184,1475173821,2016-09-29,08:30:21,559.23,60,0.46000000000000085,35.0,41,1.12,06:13:00,18:13:00,2016,9,9
185,1475173521,2016-09-29,08:25:21,538.41,60,0.46000000000000085,37.0,31,3.37,06:13:00,18:13:00,2016,9,9
186,1475173223,2016-09-29,08:20:23,519.16,60,0.46000000000000085,41.0,25,4.5,06:13:00,18:13:00,2016,9,9
187,1475172921,2016-09-29,08:15:21,499.21,60,0.4499999999999993,40.0,3,3.37,06:13:00,18:13:00,2016,9,9
188,1475172619,2016-09-29,08:10:19,478.48,60,0.4499999999999993,40.0,17,3.37,06:13:00,18:13:00,2016,9,9
189,1475172318,2016-09-29,08:05:18,458.27,59,0.4499999999999993,40.0,74,1.12,06:13:00,18:13:00,2016,9,9
190,1475172024,2016-09-29,08:00:24,438.05,59,0.4499999999999993,45.0,64,2.25,06:13:00,18:13:00,2016,9,9
191,1475171719,2016-09-29,07:55:19,416.28,60,0.4400000000000013,30.0,53,5.62,06:13:00,18:13:00,2016,9,9
192,1475171419,2016-09-29,07:50:19,395.14,59,0.4400000000000013,31.0,75,3.37,06:13:00,18:13:00,2016,9,9
193,1475171120,2016-09-29,07:45:20,373.7,58,0.4400000000000013,34.0,58,2.25,06:13:00,18:13:00,2016,9,9
194,1475170819,2016-09-29,07:40:19,352.56,57,0.4299999999999997,34.0,113,1.12,06:13:00,18:13:00,2016,9,9
195,1475170221,2016-09-29,07:30:21,305.78,54,0.4299999999999997,38.0,146,1.12,06:13:00,18:13:00,2016,9,9
196,1475169921,2016-09-29,07:25:21,278.29,52,0.4299999999999997,42.0,142,2.25,06:13:00,18:13:00,2016,9,9
197,1475169628,2016-09-29,07:20:28,251.51,51,0.4299999999999997,44.0,151,2.25,06:13:00,18:13:00,2016,9,9
198,1475169324,2016-09-29,07:15:24,222.48,50,0.4299999999999997,46.0,143,4.5,06:13:00,18:13:00,2016,9,9
199,1475169022,2016-09-29,07:10:22,164.44,49,0.4299999999999997,47.0,172,3.37,06:13:00,18:13:00,2016,9,9
200,1475168723,2016-09-29,07:05:23,21.36,48,0.4299999999999997,48.0,176,4.5,06:13:00,18:13:00,2016,9,9
201,1475168425,2016-09-29,07:00:25,20.0,48,0.4200000000000017,50.0,182,5.62,06:13:00,18:13:00,2016,9,9
202,1475168123,2016-09-29,06:55:23,19.24,48,0.4200000000000017,51.0,173,7.87,06:13:00,18:13:00,2016,9,9
203,1475167819,2016-09-29,06:50:19,18.33,47,0.4200000000000017,53.0,191,7.87,06:13:00,18:13:00,2016,9,9
204,1475167520,2016-09-29,06:45:20,17.31,47,0.4200000000000017,54.0,193,9.0,06:13:00,18:13:00,2016,9,9
205,1475167222,2016-09-29,06:40:22,16.09,47,0.4200000000000017,55.0,190,10.12,06:13:00,18:13:00,2016,9,9
206,1475166919,2016-09-29,06:35:19,14.73,47,0.4200000000000017,56.0,179,10.12,06:13:00,18:13:00,2016,9,9
207,1475166620,2016-09-29,06:30:20,12.53,47,0.4200000000000017,57.0,188,6.75,06:13:00,18:13:00,2016,9,9
208,1475166321,2016-09-29,06:25:21,9.86,47,0.4200000000000017,57.0,188,7.87,06:13:00,18:13:00,2016,9,9
209,1475166020,2016-09-29,06:20:20,7.7,47,0.41000000000000014,58.0,192,7.87,06:13:00,18:13:00,2016,9,9
210,1475165722,2016-09-29,06:15:22,6.17,47,0.41000000000000014,61.0,157,7.87,06:13:00,18:13:00,2016,9,9
211,1475165423,2016-09-29,06:10:23,4.32,47,0.41000000000000014,62.0,177,6.75,06:13:00,18:13:00,2016,9,9
212,1475165120,2016-09-29,06:05:20,2.34,47,0.41000000000000014,62.0,187,7.87,06:13:00,18:13:00,2016,9,9
213,1475164824,2016-09-29,06:00:24,1.47,47,0.41000000000000014,61.0,185,7.87,06:13:00,18:13:00,2016,9,9
214,1475164525,2016-09-29,05:55:25,1.21,47,0.41000000000000014,60.0,184,9.0,06:13:00,18:13:00,2016,9,9
215,1475164221,2016-09-29,05:50:21,1.23,47,0.41000000000000014,59.0,182,9.0,06:13:00,18:13:00,2016,9,9
