employee_id,number_project,average_montly_hours,time_spend_company,Work_accident,left,promotion_last_5years,department,salary
1426,2,153,3,0,1,0,product_mng,medium
1430,4,264,6,0,1,0,product_mng,medium
1438,5,223,5,1,1,0,product_mng,medium
11426,2,135,3,0,1,0,product_mng,medium
1443,2,277,3,0,1,0,IT,medium
1450,5,275,4,0,1,0,product_mng,medium
22316,2,149,3,0,1,0,product_mng,high
1454,7,295,4,0,1,0,product_mng,low
1463,6,277,4,0,1,0,product_mng,medium
1466,7,306,4,0,1,0,product_mng,medium
1467,6,295,4,0,1,0,product_mng,medium
1473,2,137,3,0,1,0,marketing,medium
13107,2,157,3,0,1,0,sales,low
1489,2,142,3,0,1,0,accounting,low
1490,2,140,3,0,1,0,support,low
1493,2,151,3,0,1,0,technical,low
1506,4,139,3,0,1,1,management,low
1508,4,249,6,0,1,0,marketing,low
15896,6,291,4,0,1,0,marketing,low
1530,6,305,4,0,1,0,marketing,low
1537,5,232,3,0,1,0,sales,low
1543,2,132,3,0,1,0,sales,low
1548,2,130,3,0,1,0,sales,low
1558,6,291,4,0,1,0,sales,low
1571,2,130,3,0,1,0,sales,low
17231,5,246,5,0,1,0,sales,low
1581,2,143,3,0,1,0,sales,low
1590,2,129,3,0,1,0,sales,low
1595,6,255,4,0,1,0,sales,low
1605,2,155,3,0,1,0,sales,low
1610,6,265,4,0,1,0,sales,low
1622,6,279,4,0,1,0,sales,low
1639,6,284,4,0,1,0,sales,low
1641,5,221,6,0,1,0,sales,medium
1642,2,154,3,0,1,0,sales,medium
1651,2,147,3,0,1,0,sales,medium
1658,2,150,3,0,1,0,sales,medium
1659,7,267,4,0,1,0,sales,medium
1665,2,158,3,0,1,0,sales,medium
1669,7,224,5,0,1,0,accounting,medium
1674,4,257,5,0,1,0,accounting,medium
17376,2,148,3,0,1,0,accounting,medium
1679,3,177,4,0,1,0,hr,medium
19808,2,155,3,0,1,0,hr,medium
1691,2,144,3,0,1,0,hr,medium
1698,6,289,4,0,1,0,hr,high
1705,2,160,3,0,1,0,technical,low
22928,4,258,5,0,1,0,technical,medium
1713,5,234,5,0,1,0,technical,medium
1715,2,137,3,0,1,0,technical,medium
23766,5,263,2,0,1,0,technical,medium
1730,6,251,4,0,1,0,technical,low
1733,2,133,3,0,1,0,technical,low
23901,2,132,3,0,1,0,technical,low
1739,4,158,4,1,1,0,technical,low
1741,2,135,3,0,1,0,technical,low
1742,4,216,6,0,1,0,technical,low
1743,6,300,5,1,1,0,support,low
24128,2,138,3,0,1,0,support,low
1771,6,260,4,0,1,0,support,low
25406,2,132,3,0,1,0,support,low
1786,3,183,5,0,1,0,support,low
1789,6,250,4,0,1,0,support,low
1802,2,151,3,0,1,0,support,low
1819,6,292,4,0,1,0,support,low
1822,2,140,3,0,1,0,support,low
26438,5,221,5,0,1,0,support,low
1828,2,138,3,0,1,0,support,low
1833,2,132,3,0,1,0,technical,low
1842,7,133,5,0,1,0,technical,low
1843,6,283,4,1,1,0,technical,low
1847,2,129,3,0,1,0,management,low
1849,4,249,5,0,1,0,IT,low
1852,5,257,5,0,1,0,IT,low
1863,6,245,4,0,1,0,IT,low
1864,2,155,3,0,1,0,IT,low
1865,6,256,4,0,1,0,IT,low
26632,2,152,3,0,1,0,product_mng,low
26925,4,267,5,0,1,0,product_mng,low
7596,2,151,3,0,1,0,product_mng,low
1894,4,239,5,0,1,0,product_mng,low
1897,6,306,4,0,1,0,IT,low
1898,4,263,5,1,1,0,marketing,low
1901,2,147,3,0,1,0,marketing,low
1902,6,278,4,0,1,0,marketing,low
28174,2,154,3,0,1,0,marketing,low
1912,2,143,3,0,1,0,marketing,low
1915,2,155,3,0,1,0,marketing,low
1920,2,160,3,0,1,0,sales,low
1924,6,304,4,0,1,0,accounting,low
1931,5,240,5,0,1,0,support,low
1936,6,305,4,0,1,0,technical,low
1938,2,136,3,0,1,0,management,low
1948,2,132,3,0,1,0,marketing,low
1953,7,301,4,0,1,0,marketing,low
28695,5,243,6,0,1,0,marketing,low
1964,2,147,3,0,1,0,sales,low
1969,5,239,5,0,1,0,sales,low
1970,5,260,5,0,1,0,sales,low
1980,7,296,4,0,1,0,sales,low
1984,2,129,3,0,1,0,sales,low
31262,5,132,5,0,1,0,sales,low
32334,2,135,5,0,1,0,sales,low
1999,2,158,3,0,1,0,sales,low
2009,4,259,5,0,1,0,sales,low
2016,2,160,3,0,1,1,sales,low
2021,7,278,4,0,1,0,sales,low
2025,6,284,4,0,1,0,sales,low
2026,2,274,4,0,1,0,sales,low
32923,4,164,2,0,1,0,sales,low
2078,2,148,3,0,1,0,sales,low
33098,2,140,3,0,1,0,sales,medium
2084,2,127,3,0,1,0,sales,medium
2092,6,308,5,0,1,0,sales,medium
91566,2,146,3,0,1,0,sales,medium
2110,6,261,4,0,1,0,accounting,medium
2111,5,257,5,0,1,0,accounting,medium
2118,6,285,4,0,1,0,accounting,medium
2125,2,141,3,0,1,0,hr,medium
2126,2,127,3,0,1,0,hr,medium
2128,6,297,4,0,1,0,hr,medium
2135,2,143,3,0,1,0,hr,medium
2152,2,152,3,0,1,0,technical,medium
2156,2,156,3,0,1,0,technical,high
2157,7,283,5,0,1,0,technical,low
2160,4,226,6,1,1,0,technical,medium
2169,4,232,5,0,1,0,technical,medium
2173,6,249,4,0,1,0,technical,medium
2174,4,275,5,0,1,0,technical,medium
2178,6,304,4,0,1,0,technical,low
2181,7,278,3,0,1,0,technical,low
2187,6,287,4,0,1,0,technical,low
2189,7,285,4,0,1,0,technical,low
2191,5,226,6,0,1,0,support,low
2193,5,259,5,0,1,0,support,low
2197,2,135,3,0,1,0,support,low
2200,5,219,5,0,1,0,support,low
2204,6,256,4,0,1,0,support,low
35563,5,254,6,0,1,0,support,low
2212,2,153,3,0,1,0,support,low
35940,5,228,5,0,1,0,support,low
2222,4,228,5,0,1,0,support,low
36647,2,128,3,0,1,0,support,low
2234,2,153,3,0,1,0,support,low
2241,2,156,3,0,1,0,technical,low
2248,4,294,3,0,1,0,technical,low
37364,5,219,5,0,1,0,technical,low
2253,2,153,3,0,1,0,management,low
2269,2,151,3,0,1,0,IT,low
2277,2,155,3,0,1,0,IT,low
2279,2,158,3,0,1,0,IT,low
2283,5,245,5,0,1,0,IT,low
38260,2,131,3,0,1,0,IT,low
2299,5,225,5,0,1,0,product_mng,low
2300,6,286,4,0,1,0,product_mng,low
38901,2,135,3,0,1,0,product_mng,low
2311,2,153,3,0,1,0,product_mng,low
2314,5,252,5,0,1,0,IT,low
2318,2,149,3,0,1,0,accounting,low
2340,4,258,5,0,1,0,accounting,low
2346,2,158,3,0,1,0,hr,low
2362,2,149,3,0,1,0,hr,low
2363,5,236,5,0,1,0,hr,low
40347,5,239,6,0,1,0,marketing,low
2395,2,159,3,0,1,0,marketing,low
2402,5,255,6,0,1,0,sales,low
2405,6,244,4,0,1,0,accounting,low
2415,2,134,3,0,1,0,support,low
40729,4,270,4,0,1,0,technical,low
2434,4,255,5,0,1,0,management,low
2444,2,151,3,0,1,0,marketing,low
41054,2,135,3,0,1,0,marketing,low
41767,2,146,3,0,1,0,marketing,low
64871,7,254,4,0,1,0,sales,low
2468,7,289,4,0,1,0,sales,low
2475,2,156,3,0,1,0,sales,low
2476,2,156,3,0,1,0,sales,low
97541,2,128,3,0,1,0,sales,low
2488,5,275,5,0,1,0,sales,low
42255,2,155,3,0,1,0,sales,low
98548,2,159,3,0,1,0,sales,low
25138,2,148,3,0,1,0,sales,low
2514,4,228,5,0,1,0,sales,low
2515,6,298,4,0,1,0,sales,low
2523,5,261,5,0,1,0,sales,low
2561,5,254,6,0,1,0,sales,low
2565,7,192,3,0,1,0,sales,low
2568,4,248,5,0,1,0,sales,low
2571,2,258,5,0,1,0,sales,low
2579,2,156,3,0,1,0,sales,medium
44247,6,266,4,1,1,0,sales,medium
2605,2,156,3,0,1,0,sales,medium
2613,5,232,5,1,1,0,accounting,medium
45097,6,287,4,0,1,0,accounting,medium
2630,2,154,3,0,1,0,accounting,medium
2632,5,263,5,0,1,0,hr,medium
2634,2,131,3,0,1,0,hr,medium
2645,6,260,4,0,1,0,hr,medium
45783,2,139,3,0,1,0,hr,medium
2658,4,251,5,0,1,0,technical,medium
2665,6,286,4,0,1,0,technical,medium
2672,2,129,3,0,1,0,technical,high
2675,2,156,3,0,1,0,technical,low
2677,6,139,6,0,1,0,technical,medium
49125,2,127,3,0,1,0,technical,medium
2679,6,251,4,0,1,0,technical,medium
2684,5,270,5,0,1,0,technical,medium
2692,6,296,4,0,1,0,technical,low
2693,6,254,4,0,1,0,technical,low
2699,5,238,6,0,1,0,technical,low
2701,6,267,4,1,1,0,support,low
2727,5,229,6,0,1,0,support,low
49502,6,254,4,0,1,0,support,low
53338,4,233,4,1,1,0,support,low
2748,6,268,4,0,1,0,support,low
54165,3,301,3,0,1,0,support,low
2753,5,267,6,0,1,0,support,low
2766,6,289,4,1,1,0,support,low
2767,2,144,3,0,1,0,support,low
2770,2,148,3,0,1,0,support,low
2771,6,306,4,0,1,0,support,low
2773,6,292,4,0,1,1,technical,low
2777,5,232,5,0,1,0,technical,low
2782,2,137,3,0,1,0,technical,low
27617,2,128,3,0,1,0,management,low
2784,5,231,5,0,1,0,IT,low
2786,2,146,3,0,1,0,IT,low
55195,6,308,4,1,1,0,IT,low
2807,6,253,4,0,1,0,IT,medium
2821,2,146,3,0,1,0,IT,medium
55937,2,156,3,0,1,0,product_mng,medium
2831,2,147,3,0,1,0,product_mng,medium
56819,2,136,3,0,1,0,product_mng,medium
56864,5,249,5,0,1,0,product_mng,medium
2841,2,151,3,0,1,0,IT,medium
2847,3,278,4,0,1,0,RandD,medium
57006,7,250,5,0,1,0,RandD,medium
2880,2,127,3,0,1,0,RandD,medium
2881,5,255,5,0,1,0,RandD,medium
2882,2,135,3,0,1,0,RandD,medium
57209,2,149,3,0,1,0,marketing,high
2896,5,287,4,0,1,0,sales,low
2899,2,145,3,0,1,0,accounting,medium
2901,6,285,4,0,1,0,support,medium
2912,7,305,4,0,1,0,technical,medium
2916,7,300,4,0,1,0,management,medium
2921,2,139,3,0,1,0,marketing,low
2923,2,130,3,0,1,0,marketing,low
2924,6,268,4,0,1,0,marketing,low
58161,4,245,6,0,1,0,sales,low
2932,2,135,3,0,1,0,sales,low
2933,2,153,3,0,1,0,sales,low
2940,6,276,4,0,1,0,sales,low
2944,2,130,3,0,1,0,sales,low
2945,2,153,3,1,1,0,sales,low
2949,5,244,5,0,1,0,sales,low
2972,2,253,3,0,1,0,sales,low
58798,7,287,4,0,1,0,sales,low
2988,2,131,3,0,1,0,sales,low
2990,2,135,3,0,1,0,sales,low
58972,2,157,3,0,1,0,sales,low
59323,5,262,6,0,1,0,sales,low
3010,6,266,4,0,1,0,sales,low
3011,2,148,3,0,1,0,sales,low
3013,2,140,3,0,1,0,sales,low
59644,7,302,4,0,1,0,sales,low
3022,6,271,4,0,1,0,sales,low
3024,2,145,3,0,1,0,sales,medium
59872,6,290,4,0,1,0,accounting,medium
3042,2,151,3,0,1,0,accounting,medium
3047,5,266,5,0,1,0,accounting,medium
3048,2,140,3,0,1,0,hr,medium
3064,2,142,3,0,1,0,hr,medium
3069,6,246,4,0,1,0,hr,medium
3091,7,308,5,0,1,0,hr,medium
3093,2,141,3,0,1,0,technical,medium
60841,5,232,5,0,1,0,technical,medium
3096,2,143,3,0,1,0,technical,medium
3100,2,155,3,0,1,0,technical,medium
3101,6,278,4,0,1,0,technical,high
61868,4,253,5,0,1,0,technical,low
3120,6,282,4,0,1,0,technical,medium
3122,7,264,4,0,1,0,technical,medium
3132,2,149,3,0,1,0,technical,medium
3137,6,304,5,0,1,0,technical,medium
64897,3,219,6,0,1,0,technical,low
3150,4,262,6,0,1,0,support,low
3159,2,135,3,0,1,0,support,low
3160,6,219,5,0,1,0,support,low
3165,2,136,3,0,1,0,support,low
65495,2,154,3,0,1,0,support,low
3179,2,149,3,0,1,0,support,low
3185,6,135,5,0,1,0,support,low
3191,6,275,4,0,1,0,support,low
66022,6,290,4,0,1,0,support,low
3195,4,263,5,0,1,0,support,low
3204,2,145,3,0,1,0,support,low
3205,5,267,5,0,1,0,technical,low
66592,2,141,3,1,1,0,technical,low
3217,4,235,5,0,1,0,technical,low
68266,6,258,4,0,1,0,management,low
3233,2,131,3,0,1,0,IT,low
3234,5,243,5,0,1,0,IT,low
3238,6,266,4,0,1,0,IT,low
3240,2,142,3,0,1,0,IT,low
68351,2,135,3,0,1,0,IT,low
3245,2,141,3,0,1,0,product_mng,medium
3246,2,142,3,0,1,0,product_mng,medium
68379,5,254,5,0,1,0,product_mng,medium
3249,5,262,5,0,1,0,product_mng,medium
3250,4,296,2,0,1,0,IT,medium
69294,2,158,3,0,1,0,accounting,medium
3259,4,238,2,0,1,0,accounting,medium
3260,4,231,5,0,1,0,hr,medium
3262,2,156,3,0,1,0,hr,medium
40488,2,145,3,0,1,0,hr,medium
3288,2,144,3,0,1,0,marketing,medium
3289,2,159,3,0,1,0,sales,medium
3297,2,156,3,0,1,0,accounting,high
3305,5,256,5,0,1,0,support,low
3306,6,298,4,0,1,0,technical,medium
3309,6,247,4,0,1,0,management,medium
3311,2,157,3,0,1,0,marketing,medium
48921,2,154,3,1,1,0,marketing,medium
99746,4,253,5,0,1,0,marketing,low
73366,2,148,3,0,1,0,sales,low
73530,4,261,5,0,1,0,sales,low
3332,6,282,4,0,1,0,sales,low
3344,2,133,3,0,1,0,sales,low
3347,2,128,3,0,1,0,sales,low
3350,2,139,3,0,1,0,sales,low
3354,6,293,5,0,1,0,sales,low
3369,4,265,6,0,1,0,sales,low
3381,6,250,4,0,1,0,sales,low
3396,5,251,6,0,1,0,sales,low
74142,4,246,5,0,1,0,sales,low
3405,5,275,5,0,1,0,sales,low
3406,5,240,5,0,1,0,sales,low
74582,5,245,5,0,1,0,sales,low
3422,4,254,4,0,1,0,sales,low
3425,5,241,5,0,1,0,sales,low
75664,6,257,4,0,1,0,sales,low
3461,4,246,5,0,1,0,sales,low
76341,4,233,5,0,1,0,sales,low
3465,6,218,4,0,1,0,accounting,low
77736,4,262,6,0,1,0,accounting,medium
3482,2,138,3,0,1,0,accounting,medium
3484,2,142,3,0,1,0,hr,medium
3502,5,233,5,0,1,0,hr,medium
78076,2,155,3,0,1,0,hr,medium
3506,4,229,6,0,1,0,hr,medium
3517,6,264,4,0,1,0,technical,medium
3518,3,199,4,0,1,0,technical,medium
3521,4,223,5,0,1,0,technical,medium
3530,6,268,4,0,1,0,technical,medium
3531,6,287,4,0,1,0,technical,medium
3535,5,257,5,0,1,0,technical,medium
3536,2,143,3,0,1,0,technical,high
3546,2,130,3,0,1,0,technical,low
3548,2,136,3,0,1,0,technical,medium
3550,4,261,5,0,1,0,technical,medium
78130,3,180,4,0,1,0,technical,medium
3569,2,126,3,0,1,0,support,medium
3573,2,127,3,1,1,0,support,low
3574,5,195,6,0,1,0,support,low
3575,2,160,3,0,1,0,support,low
3588,2,150,3,0,1,0,support,low
3596,4,264,6,0,1,0,support,low
3597,6,309,4,0,1,0,support,low
3598,2,135,3,0,1,0,support,low
12625,6,261,4,0,1,0,support,low
79881,2,160,3,0,1,0,support,low
3615,4,237,5,0,1,0,support,low
3623,2,136,3,0,1,0,technical,low
3633,2,139,3,0,1,0,technical,low
3634,2,151,4,0,1,0,technical,low
3635,5,229,5,0,1,0,management,low
3636,5,245,5,0,1,0,IT,low
3643,2,127,3,0,1,0,IT,low
3654,6,283,5,0,1,0,IT,low
3655,2,143,3,0,1,0,IT,low
3658,5,298,4,0,1,0,IT,low
3664,2,159,3,0,1,0,product_mng,low
3665,5,239,5,0,1,0,product_mng,low
3667,4,226,5,0,1,0,product_mng,medium
3669,5,248,5,0,1,0,product_mng,medium
3686,6,286,4,0,1,0,IT,medium
3694,2,145,3,0,1,0,RandD,medium
3697,7,254,4,1,1,0,RandD,medium
3699,2,127,3,0,1,0,RandD,medium
3700,5,223,5,0,1,0,RandD,medium
3706,4,255,5,0,1,0,RandD,medium
3707,2,136,3,0,1,0,marketing,medium
3719,2,137,3,0,1,0,sales,medium
3722,2,135,3,0,1,0,accounting,medium
81317,2,137,3,0,1,0,support,medium
82607,3,255,5,0,1,0,technical,high
3736,4,273,5,0,1,0,management,low
3743,5,234,5,0,1,0,marketing,medium
3745,2,152,3,0,1,0,marketing,medium
3747,2,134,3,0,1,0,marketing,medium
3754,6,292,4,0,1,0,sales,medium
3755,5,245,5,0,1,0,sales,low
3771,2,159,3,0,1,0,sales,low
3788,6,260,4,0,1,0,sales,low
83066,2,149,3,0,1,0,sales,low
3799,5,266,5,0,1,0,sales,low
3807,2,149,3,0,1,0,sales,low
3813,5,242,5,0,1,0,sales,low
3826,2,134,3,0,1,0,sales,low
3832,5,271,4,0,1,0,sales,low
3857,6,275,4,0,1,0,sales,low
3860,5,227,5,0,1,0,sales,low
3868,7,277,5,0,1,0,sales,low
3874,2,151,3,0,1,0,sales,low
3876,6,274,4,0,1,0,sales,low
3877,4,242,6,0,1,0,sales,low
3879,2,143,3,1,1,0,sales,low
3888,2,145,3,0,1,0,sales,low
20539,5,172,2,0,1,0,sales,low
3897,2,135,3,0,1,0,accounting,low
83745,4,192,4,0,1,0,accounting,low
3914,7,276,4,0,1,0,accounting,low
3916,4,206,4,0,1,0,hr,medium
3918,4,281,6,0,1,0,hr,medium
3921,2,151,3,0,1,0,hr,medium
3924,6,244,4,0,1,0,hr,medium
84739,6,309,4,0,1,0,technical,medium
3927,5,218,5,0,1,0,technical,medium
3930,4,263,6,0,1,0,technical,medium
3945,6,244,4,0,1,0,technical,medium
3949,7,263,4,0,1,0,technical,medium
3959,2,143,3,0,1,0,technical,medium
85378,2,181,5,0,1,0,technical,medium
3968,5,265,5,0,1,0,technical,medium
3969,5,161,5,0,1,0,technical,high
3972,7,282,5,0,1,0,technical,low
3976,2,155,3,0,1,0,technical,medium
3978,4,217,6,0,1,0,support,medium
3982,6,289,5,0,1,0,support,medium
85447,4,259,5,0,1,0,support,medium
86971,2,158,3,0,1,0,support,low
3996,2,158,3,0,1,0,support,low
86978,2,155,3,0,1,0,support,low
42623,2,146,3,0,1,0,support,low
4000,2,164,5,0,1,0,support,low
4011,6,259,4,0,1,0,support,low
4013,6,293,4,0,1,0,support,low
4027,5,275,5,0,1,0,support,low
4033,5,219,6,1,1,0,technical,low
4035,6,247,4,0,1,0,technical,low
4036,7,309,4,0,1,0,technical,low
4039,2,151,3,0,1,0,management,low
4040,2,129,3,0,1,0,IT,low
87886,4,274,5,0,1,0,IT,low
4043,4,233,5,0,1,0,IT,low
4047,7,289,4,0,1,0,IT,low
4050,4,239,6,0,1,0,IT,low
4056,5,221,5,0,1,0,product_mng,low
4059,2,150,3,0,1,0,product_mng,low
4064,2,144,3,1,1,0,product_mng,low
4072,7,289,4,0,1,0,product_mng,low
4081,6,301,5,0,1,0,IT,medium
88150,2,145,3,0,1,0,accounting,medium
4088,2,137,3,0,1,0,accounting,medium
10090,2,131,3,1,1,0,hr,medium
4100,6,246,4,0,1,0,hr,medium
4103,2,136,3,0,1,0,hr,medium
4112,5,240,6,1,1,0,marketing,medium
4113,2,156,3,0,1,0,sales,medium
88904,6,305,4,0,1,0,accounting,medium
4121,2,154,3,1,1,0,support,medium
4122,5,261,5,1,1,0,technical,medium
4129,7,244,4,0,1,0,management,medium
4133,2,129,3,0,1,0,marketing,high
89200,4,254,5,0,1,0,marketing,low
4146,5,236,5,0,1,0,marketing,medium
4150,5,237,5,0,1,0,sales,medium
4151,2,135,3,0,1,0,sales,medium
4156,5,236,5,0,1,0,sales,medium
89790,2,149,3,0,1,0,sales,low
4162,2,141,3,0,1,0,sales,low
4163,4,270,5,0,1,0,sales,low
4164,2,138,3,0,1,0,sales,low
91196,6,298,4,0,1,0,sales,low
91780,5,254,5,0,1,0,sales,low
4175,5,248,5,0,1,0,sales,low
4176,5,257,6,0,1,0,sales,low
4179,2,150,3,0,1,0,sales,low
2510,7,281,4,0,1,0,sales,low
4184,2,141,3,1,1,0,sales,low
4190,2,157,3,0,1,0,sales,low
4192,2,136,3,0,1,0,sales,low
4200,7,296,4,0,1,0,sales,low
4201,6,279,4,0,1,0,sales,low
4202,2,131,3,0,1,0,sales,low
4206,2,160,3,0,1,0,accounting,low
4208,7,291,4,0,1,0,accounting,low
4211,2,157,3,0,1,0,accounting,low
4214,3,294,4,0,1,0,hr,low
4218,7,310,4,0,1,0,hr,low
4228,6,282,4,0,1,0,hr,medium
4231,2,134,3,0,1,0,hr,medium
4235,4,214,4,0,1,0,technical,medium
4238,2,137,3,0,1,0,technical,medium
32052,4,252,5,0,1,0,technical,medium
92981,5,243,6,0,1,0,technical,medium
4253,2,148,3,0,1,0,technical,medium
4256,2,151,3,0,1,0,technical,medium
4264,2,129,3,0,1,0,technical,medium
93517,2,198,2,0,1,0,technical,medium
4271,4,275,6,0,1,0,technical,medium
13127,5,243,5,0,1,0,technical,medium
4277,2,159,3,0,1,0,technical,high
4286,2,145,3,0,1,0,support,low
4287,5,242,5,0,1,0,support,medium
4295,5,242,5,0,1,0,support,medium
4296,2,145,3,0,1,0,support,medium
4300,2,154,3,0,1,1,support,medium
93940,2,139,3,0,1,0,support,low
4318,2,152,3,0,1,0,support,low
4319,2,211,3,0,1,0,support,low
4330,5,258,5,0,1,0,support,low
4333,2,155,3,0,1,0,support,low
4346,2,148,3,0,1,0,support,low
4356,2,255,3,0,1,0,technical,low
4357,6,264,4,0,1,0,technical,low
4364,2,132,3,0,1,0,technical,low
4368,6,255,4,0,1,0,management,low
4383,5,263,4,0,1,0,IT,low
94048,5,222,5,0,1,0,IT,low
4405,6,263,4,0,1,0,IT,low
4406,2,157,3,0,1,0,IT,low
94339,7,307,4,0,1,0,IT,low
4417,5,259,6,0,1,0,product_mng,low
4427,5,222,6,0,1,0,product_mng,low
4431,7,250,4,0,1,0,product_mng,low
38010,5,245,5,0,1,0,product_mng,low
4450,6,292,4,0,1,0,IT,low
4451,5,252,5,0,1,0,RandD,low
97153,2,161,3,0,1,0,RandD,medium
38135,5,250,4,0,1,0,RandD,medium
4461,2,134,3,0,1,0,RandD,medium
4462,7,279,4,0,1,0,RandD,medium
99332,7,256,4,0,1,0,marketing,medium
4473,2,127,3,0,1,0,sales,medium
4475,2,138,3,1,1,0,accounting,medium
4477,5,243,5,0,1,0,support,medium
4478,7,296,4,0,1,0,technical,medium
4492,7,267,4,0,1,0,management,medium
4494,2,144,3,0,1,0,marketing,medium
4511,4,251,5,0,1,0,marketing,medium
4515,2,148,3,0,1,0,marketing,high
4521,2,141,3,0,1,0,sales,low
4534,3,268,2,0,1,0,sales,medium
4546,6,247,4,0,1,0,sales,medium
4552,2,247,4,0,1,0,sales,medium
4568,2,146,3,0,1,0,sales,medium
4573,2,140,3,0,1,0,sales,low
4587,5,263,6,0,1,0,sales,low
4588,2,145,3,0,1,0,sales,low
1707,2,156,3,1,1,0,sales,low
2823,5,244,6,0,1,0,sales,low
4595,2,144,3,0,1,0,sales,low
4598,7,286,4,0,1,0,sales,low
4601,4,141,2,0,1,0,sales,low
5413,6,260,5,0,1,0,sales,low
4614,2,154,3,0,1,0,sales,low
4615,5,225,5,0,1,0,sales,low
4617,2,127,3,0,1,0,sales,low
4624,2,140,3,0,1,0,sales,low
4625,2,147,3,0,1,0,sales,low
4633,4,227,5,0,1,0,accounting,low
4645,2,153,3,0,1,0,accounting,low
4646,2,128,3,0,1,0,accounting,low
4647,4,228,5,0,1,0,hr,low
4651,5,235,5,0,1,0,hr,low
5556,2,148,3,0,1,0,hr,low
4656,4,238,3,0,1,0,hr,low
4657,2,141,3,0,1,0,technical,medium
5572,5,249,4,0,1,0,technical,medium
4671,2,151,3,0,1,0,technical,medium
95594,2,129,3,0,1,0,technical,medium
4683,2,156,3,0,1,0,technical,medium
4686,2,134,3,0,1,0,technical,medium
4700,6,269,4,0,1,0,technical,medium
4701,6,290,4,0,1,0,technical,medium
7868,2,132,3,0,1,0,technical,medium
4710,7,308,4,0,1,0,technical,medium
4721,4,232,5,0,1,0,technical,medium
4723,5,235,5,0,1,0,support,medium
4736,2,130,3,0,1,0,support,high
4738,2,146,3,0,1,0,support,low
4746,5,221,6,0,1,0,support,medium
4754,2,130,3,0,1,0,support,medium
8821,2,136,3,0,1,0,support,medium
4758,5,274,6,0,1,0,support,medium
10101,6,256,5,0,1,0,support,low
4765,5,276,4,0,1,0,support,low
10635,5,267,5,0,1,0,support,low
4767,6,213,3,0,1,0,support,low
4775,4,274,6,0,1,0,technical,low
4806,6,258,4,0,1,0,technical,low
4822,3,153,5,0,1,0,technical,low
4823,6,245,4,0,1,0,management,low
4824,6,264,4,0,1,0,IT,low
4837,2,154,3,0,1,0,IT,low
4838,2,149,3,0,1,0,IT,low
4839,2,157,3,0,1,0,IT,low
4840,2,127,3,0,1,0,IT,low
4841,6,270,4,0,1,0,product_mng,low
4845,5,236,6,0,1,0,product_mng,low
4849,2,158,3,0,1,0,product_mng,low
4853,5,229,5,0,1,0,product_mng,low
4868,6,269,4,0,1,0,IT,low
