id,season,match_no,date,player_name,comment,R,B,M,fours,sixs,SR
136,2012/13,11th,Jan 24 2013,Ryan ten Doeschate,,23,19,31,2,0,121.05
126,2012/13,21st, Feb 1 2013,Anamul Haque,,25,18,23,2,1,138.88
125,2012/13,22nd, Feb 1 2013,Mizanur Rahman,,17,22,30,2,0,77.27
124,2012/13,23rd, Feb 2 2013,Sabbir Rahman,,29,24,34,4,0,120.83
135,2012/13,12th,Jan 24 2013,Simon Katich, b Harris,16,16,24,2,0,100.00
123,2012/13,24th, Feb 2 2013,Brendan Taylor,,41,31,28,5,2,132.25
122,2012/13,25th, Feb 4 2013,Nasir Hossain,,30,29,32,1,2,103.44
121,2012/13,26th, Feb 4 2013,Travis Birt,,11,13,17,0,0,84.61
127,2012/13,20th,Jan 31 2013,Sabbir Rahman,,40,27,50,5,2,148.14
128,2012/13,19th,Jan 31 2013,Cameron Borgas,,28,29,33,1,0,96.55
134,2012/13,13th,Jan 25 2013,Josh Cobb,c Sohag Gazi b Mohammad Nabi,14,8,6,0,2,175.00
133,2012/13,14th,Jan 25 2013,Daniel Harris,not out ,48,41,67,2,1,117.07
129,2012/13,18th,Jan 29 2013,Nasir Hossain,,21,19,28,2,0,110.52
132,2012/13,15th,Jan 28 2013,Jacob Oram,not out ,13,12,20,1,0,108.33
131,2012/13,16th,Jan 28 2013,Moeen Ali,,0,1,1,0,0,0.00
130,2012/13,17th,Jan 29 2013,Anamul Haque,,32,18,16,1,3,177.77
136,2012/13,11th,Jan 24 2013,Jacob Oram,,18,16,21,2,0,112.50
126,2012/13,21st, Feb 1 2013,Owais Shah,not out ,43,40,56,4,1,107.50
125,2012/13,22nd, Feb 1 2013,Travis Birt,,25,17,28,1,2,147.05
124,2012/13,23rd, Feb 2 2013,Azhar Mahmood,,57,34,56,2,4,167.64
135,2012/13,12th,Jan 24 2013,Ziaur Rahman,c & b Harris,0,4,2,0,0,0.00
123,2012/13,24th, Feb 2 2013,Ryan ten Doeschate,,23,16,34,3,0,143.75
122,2012/13,25th, Feb 4 2013,Cameron Borgas,not out ,22,12,23,4,0,183.33
121,2012/13,26th, Feb 4 2013,Riki Wessels,,10,10,16,1,0,100.00
127,2012/13,20th,Jan 31 2013,Azhar Mahmood,,35,29,46,4,1,120.68
128,2012/13,19th,Jan 31 2013,Nasir Hossain,,5,4,6,0,0,125.00
134,2012/13,13th,Jan 25 2013,Darren Stevens,not out ,29,13,19,1,2,223.07
133,2012/13,14th,Jan 25 2013,Farhad Reza,c Nasir Hossain b Mohammad Sharif,24,12,15,1,2,200.00
129,2012/13,18th,Jan 29 2013,Niall O'Brien,,0,2,2,0,0,0.00
132,2012/13,15th,Jan 28 2013,Kevon Cooper,,9,6,12,0,1,150.00
131,2012/13,16th,Jan 28 2013,Abul Hasan,,13,10,11,0,1,130.00
130,2012/13,17th,Jan 29 2013,Soumya Sarkar,not out ,0,0,1,0,0,-
136,2012/13,11th,Jan 24 2013,Kevon Cooper,not out ,6,7,12,0,0,85.71
126,2012/13,21st, Feb 1 2013,Darren Stevens,,10,11,10,2,0,90.90
125,2012/13,22nd, Feb 1 2013,Riki Wessels,,35,32,43,3,0,109.37
124,2012/13,23rd, Feb 2 2013,Phil Mustard,,12,16,18,0,0,75.00
135,2012/13,12th,Jan 24 2013,Sean Ervine,c Sunzamul Islam b Farhad Reza,22,17,31,2,1,129.41
123,2012/13,24th, Feb 2 2013,Mahmudullah,,11,10,14,0,1,110.00
122,2012/13,25th, Feb 4 2013,Danza Hyatt,not out ,10,6,8,1,0,166.66
121,2012/13,26th, Feb 4 2013,Daniel Harris,not out ,11,8,21,0,0,137.50
127,2012/13,20th,Jan 31 2013,Phil Mustard,,23,17,26,3,0,135.29
128,2012/13,19th,Jan 31 2013,Kevin O'Brien,,0,2,2,0,0,0.00
134,2012/13,13th,Jan 25 2013,Mashrafe Mortaza,c Mominul Haque b Nannes,7,3,4,0,1,233.33
133,2012/13,14th,Jan 25 2013,Asif Ahmed,c Borgas b Mohammad Sharif,0,1,2,0,0,0.00
129,2012/13,18th,Jan 29 2013,Kevin O'Brien,not out ,24,30,39,1,0,80.00
132,2012/13,15th,Jan 28 2013,Nurul Hasan,not out ,1,1,4,0,0,100.00
131,2012/13,16th,Jan 28 2013,Farhad Hossain,not out ,0,0,2,0,0,-
130,2012/13,17th,Jan 29 2013,Dwayne Smith,,7,7,6,1,0,100.00
136,2012/13,11th,Jan 24 2013,Nurul Hasan,,0,1,1,0,0,0.00
126,2012/13,21st, Feb 1 2013,Josh Cobb,,14,19,22,0,0,73.68
125,2012/13,22nd, Feb 1 2013,Daniel Harris,not out ,22,17,31,1,0,129.41
124,2012/13,23rd, Feb 2 2013,Alok Kapali,,1,4,3,0,0,25.00
135,2012/13,12th,Jan 24 2013,Moeen Ali,c Nazimuddin b Nabil Samad,22,10,12,0,3,220.00
123,2012/13,24th, Feb 2 2013,Jacob Oram,,1,2,4,0,0,50.00
122,2012/13,25th, Feb 4 2013,Tamim Iqbal,,50,36,55,4,2,138.88
121,2012/13,26th, Feb 4 2013,Farhad Reza,,8,4,5,0,1,200.00
127,2012/13,20th,Jan 31 2013,Alok Kapali,not out ,29,20,27,1,1,145.00
128,2012/13,19th,Jan 31 2013,Shykat Ali,,0,1,2,0,0,0.00
134,2012/13,13th,Jan 25 2013,Alfonso Thomas,c Masakadza b Chigumbura,6,5,5,0,0,120.00
133,2012/13,14th,Jan 25 2013,Shapoor Zadran,not out ,0,0,1,0,0,-
129,2012/13,18th,Jan 29 2013,Abdur Razzak,,2,5,5,0,0,40.00
132,2012/13,15th,Jan 28 2013,Hamilton Masakadza,,0,3,2,0,0,0.00
131,2012/13,16th,Jan 28 2013,Phil Mustard,,7,10,11,1,0,70.00
130,2012/13,17th,Jan 29 2013,Paul Stirling,,1,4,11,0,0,25.00
136,2012/13,11th,Jan 24 2013,Mehrab Hossain jnr,not out ,4,5,5,0,0,80.00
126,2012/13,21st, Feb 1 2013,Mashrafe Mortaza,not out ,7,4,12,1,0,175.00
125,2012/13,22nd, Feb 1 2013,Farhad Reza,not out ,2,4,8,0,0,50.00
124,2012/13,23rd, Feb 2 2013,Kabir Ali,not out ,12,9,23,2,0,133.33
135,2012/13,12th,Jan 24 2013,Taijul Islam,st †Wessels b Farhad Reza,0,0,2,0,0,-
123,2012/13,24th, Feb 2 2013,Kevon Cooper,,1,2,5,0,0,50.00
122,2012/13,25th, Feb 4 2013,Charles Coventry,,47,35,63,4,2,134.28
121,2012/13,26th, Feb 4 2013,Mizanur Rahman,,1,3,3,0,0,33.33
127,2012/13,20th,Jan 31 2013,Kabir Ali,not out ,10,7,10,0,1,142.85
128,2012/13,19th,Jan 31 2013,Niall O'Brien,,3,7,6,0,0,42.85
134,2012/13,13th,Jan 25 2013,Mosharraf Hossain,not out ,0,0,2,0,0,-
133,2012/13,14th,Jan 25 2013,Imrul Kayes,c Birt b Shapoor Zadran,9,14,12,1,0,64.28
129,2012/13,18th,Jan 29 2013,Mohammad Sharif,,2,2,5,0,0,100.00
132,2012/13,15th,Jan 28 2013,Paul Stirling,,38,25,38,6,1,152.00
131,2012/13,16th,Jan 28 2013,Brad Hodge,,23,16,25,5,0,143.75
130,2012/13,17th,Jan 29 2013,Mominul Haque,,1,4,10,0,0,25.00
136,2012/13,11th,Jan 24 2013,Phil Mustard,,7,9,10,1,0,77.77
126,2012/13,21st, Feb 1 2013,Tamim Iqbal,,33,18,19,6,1,183.33
125,2012/13,22nd, Feb 1 2013,Ravi Bopara,,13,20,23,1,0,65.00
124,2012/13,23rd, Feb 2 2013,Tamim Iqbal,,9,12,12,1,0,75.00
135,2012/13,12th,Jan 24 2013,Naeem Islam jnr,run out (Shapoor Zadran),9,12,17,0,0,75.00
123,2012/13,24th, Feb 2 2013,Mehrab Hossain jnr,not out ,6,8,15,0,0,75.00
122,2012/13,25th, Feb 4 2013,Dilshan Munaweera,,8,14,19,1,0,57.14
121,2012/13,26th, Feb 4 2013,Asif Ahmed,,0,1,1,0,0,0.00
127,2012/13,20th,Jan 31 2013,Naeem Islam,,14,11,38,2,0,127.27
128,2012/13,19th,Jan 31 2013,Abdur Razzak,,0,1,4,0,0,0.00
134,2012/13,13th,Jan 25 2013,Hamilton Masakadza,c Stevens b Thomas,1,2,2,0,0,50.00
133,2012/13,14th,Jan 25 2013,Shamsur Rahman,c Nabil Samad b Shapoor Zadran,1,6,21,0,0,16.66
129,2012/13,18th,Jan 29 2013,Fidel Edwards,,6,9,15,0,0,66.66
132,2012/13,15th,Jan 28 2013,Mominul Haque,,6,6,13,1,0,100.00
131,2012/13,16th,Jan 28 2013,Sabbir Rahman,,28,13,17,4,1,215.38
130,2012/13,17th,Jan 29 2013,Mushfiqur Rahim,,41,37,62,5,0,110.81
136,2012/13,11th,Jan 24 2013,Brad Hodge,,34,25,48,4,1,136.00
126,2012/13,21st, Feb 1 2013,Charles Coventry,,0,2,7,0,0,0.00
125,2012/13,22nd, Feb 1 2013,Naeem Islam,,6,5,6,1,0,120.00
124,2012/13,23rd, Feb 2 2013,Charles Coventry,,1,5,20,0,0,20.00
135,2012/13,12th,Jan 24 2013,Ben Edmondson, b Farhad Reza,0,1,2,0,0,0.00
123,2012/13,24th, Feb 2 2013,Arafat Sunny,,0,4,3,0,0,0.00
122,2012/13,25th, Feb 4 2013,Jahurul Islam,not out ,38,18,29,2,3,211.11
121,2012/13,26th, Feb 4 2013,Samuel Badree,not out ,1,1,2,0,0,100.00
127,2012/13,20th,Jan 31 2013,Ravi Bopara,,9,7,11,2,0,128.57
128,2012/13,19th,Jan 31 2013,Mohammad Sharif,,6,6,9,1,0,100.00
134,2012/13,13th,Jan 25 2013,Paul Stirling, b Thomas,18,8,12,1,2,225.00
133,2012/13,14th,Jan 25 2013,Danza Hyatt,lbw b Harris,17,22,37,0,1,77.27
129,2012/13,18th,Jan 29 2013,Amit Kumar,,2,2,3,0,0,100.00
132,2012/13,15th,Jan 28 2013,Mushfiqur Rahim,,4,11,13,0,0,36.36
131,2012/13,16th,Jan 28 2013,Joe Denly,,31,21,29,1,3,147.61
130,2012/13,17th,Jan 29 2013,Mohammad Nabi,,2,5,8,0,0,40.00
136,2012/13,11th,Jan 24 2013,Joe Denly,,4,6,5,1,0,66.66
126,2012/13,21st, Feb 1 2013,Simon Katich,,5,12,31,0,0,41.66
125,2012/13,22nd, Feb 1 2013,Brendan Taylor,not out ,69,49,62,7,1,140.81
124,2012/13,23rd, Feb 2 2013,Dilshan Munaweera,,29,27,38,4,0,107.40
135,2012/13,12th,Jan 24 2013,Monir Hossain,not out ,0,2,3,0,0,0.00
123,2012/13,24th, Feb 2 2013,Rubel Hossain,,0,1,2,0,0,0.00
122,2012/13,25th, Feb 4 2013,Sean Ervine,not out ,14,11,17,2,0,127.27
121,2012/13,26th, Feb 4 2013,Joe Denly,,10,15,18,1,0,66.66
127,2012/13,20th,Jan 31 2013,Brendan Taylor,,51,42,45,5,2,121.42
128,2012/13,19th,Jan 31 2013,Fidel Edwards,,0,1,1,0,0,0.00
134,2012/13,13th,Jan 25 2013,Mominul Haque,c Stevens b Saqlain Sajib,37,35,50,3,1,105.71
133,2012/13,14th,Jan 25 2013,Niall O'Brien,c Vincent b Shapoor Zadran,0,2,1,0,0,0.00
129,2012/13,18th,Jan 29 2013,Lou Vincent,,0,2,2,0,0,0.00
132,2012/13,15th,Jan 28 2013,Mohammad Nabi,,43,26,35,4,2,165.38
131,2012/13,16th,Jan 28 2013,Azhar Mahmood,,54,28,58,3,4,192.85
130,2012/13,17th,Jan 29 2013,Nazmul Hossain Milon,,11,7,13,1,0,157.14
136,2012/13,11th,Jan 24 2013,Azhar Mahmood,,5,13,19,0,0,38.46
126,2012/13,21st, Feb 1 2013,Dilshan Munaweera,,15,15,16,3,0,100.00
125,2012/13,22nd, Feb 1 2013,Ryan ten Doeschate,not out ,41,34,45,1,2,120.58
124,2012/13,23rd, Feb 2 2013,Jahurul Islam,,57,38,78,3,3,150.00
123,2012/13,24th, Feb 2 2013,Enamul Haque jnr,,2,3,4,0,0,66.66
121,2012/13,26th, Feb 4 2013,Brad Hodge,,63,47,67,6,2,134.04
127,2012/13,20th,Jan 31 2013,Ryan ten Doeschate,,24,17,24,1,2,141.17
128,2012/13,19th,Jan 31 2013,Taposh Ghosh,not out ,1,1,2,0,0,100.00
134,2012/13,13th,Jan 25 2013,Mushfiqur Rahim,not out ,75,50,65,3,4,150.00
133,2012/13,14th,Jan 25 2013,Nasir Hossain,not out ,70,49,77,7,2,142.85
129,2012/13,18th,Jan 29 2013,Shahriar Nafees,,14,22,45,1,0,63.63
132,2012/13,15th,Jan 28 2013,Nazmul Hossain Milon,,32,23,45,3,0,139.13
131,2012/13,16th,Jan 28 2013,Alok Kapali,,10,11,15,1,0,90.90
130,2012/13,17th,Jan 29 2013,Elton Chigumbura,,25,30,31,2,1,83.33
136,2012/13,11th,Jan 24 2013,Alok Kapali,,12,20,20,1,0,60.00
126,2012/13,21st, Feb 1 2013,Chamara Kapugedera,,31,29,43,2,0,106.89
124,2012/13,23rd, Feb 2 2013,Sean Ervine,,28,20,24,2,2,140.00
123,2012/13,24th, Feb 2 2013,Josh Cobb,,1,5,6,0,0,20.00
121,2012/13,26th, Feb 4 2013,Sabbir Rahman,,8,5,6,1,0,160.00
127,2012/13,20th,Jan 31 2013,Mahmudullah,,45,24,35,3,2,187.50
128,2012/13,19th,Jan 31 2013,Dwayne Smith,,31,21,22,7,0,147.61
134,2012/13,13th,Jan 25 2013,Nazmul Hossain Milon,not out ,25,17,24,1,2,147.05
133,2012/13,14th,Jan 25 2013,Cameron Borgas,run out (Birt/Harris),3,7,9,0,0,42.85
129,2012/13,18th,Jan 29 2013,Mizanur Rahman,,15,15,20,3,0,100.00
132,2012/13,15th,Jan 28 2013,Elton Chigumbura,not out ,31,17,27,1,3,182.35
131,2012/13,16th,Jan 28 2013,Kabir Ali,,12,5,8,1,1,240.00
130,2012/13,17th,Jan 29 2013,Sohag Gazi,,5,9,11,0,0,55.55
136,2012/13,11th,Jan 24 2013,Sabbir Rahman,,5,7,10,0,0,71.42
126,2012/13,21st, Feb 1 2013,Sean Ervine,,15,13,18,2,0,115.38
124,2012/13,23rd, Feb 2 2013,Chamara Kapugedera,,1,4,5,0,0,25.00
123,2012/13,24th, Feb 2 2013,Mohammad Ashraful,,33,48,77,1,1,68.75
121,2012/13,26th, Feb 4 2013,Azhar Mahmood,not out ,52,33,54,7,1,157.57
127,2012/13,20th,Jan 31 2013,Aftab Ahmed,,9,12,24,0,0,75.00
128,2012/13,19th,Jan 31 2013,Shivnarine Chanderpaul,,11,17,35,1,0,64.70
133,2012/13,14th,Jan 25 2013,Dimitri Mascarenhas, b Sunzamul Islam,19,11,16,0,2,172.72
129,2012/13,18th,Jan 29 2013,Riki Wessels,,11,8,4,1,1,137.50
132,2012/13,15th,Jan 28 2013,Sohag Gazi,,7,5,5,0,1,140.00
131,2012/13,16th,Jan 28 2013,Shafiul Islam,not out ,25,13,21,2,1,192.30
130,2012/13,17th,Jan 29 2013,Sohrawordi Shuvo,not out ,7,5,19,1,0,140.00
136,2012/13,11th,Jan 24 2013,Kabir Ali,,8,11,13,1,0,72.72
126,2012/13,21st, Feb 1 2013,Jahurul Islam,,9,14,25,0,0,64.28
124,2012/13,23rd, Feb 2 2013,Ziaur Rahman,not out ,12,9,23,1,0,133.33
123,2012/13,24th, Feb 2 2013,Anamul Haque,,1,7,10,0,0,14.28
121,2012/13,26th, Feb 4 2013,Alok Kapali,not out ,4,7,12,0,0,57.14
127,2012/13,20th,Jan 31 2013,Kevon Cooper,not out ,14,6,10,1,1,233.33
128,2012/13,19th,Jan 31 2013,Mominul Haque,,1,7,5,0,0,14.28
133,2012/13,14th,Jan 25 2013,Abdur Razzak, b Farhad Reza,14,9,21,2,0,155.55
129,2012/13,18th,Jan 29 2013,Daniel Harris,,15,31,50,0,0,48.38
132,2012/13,15th,Jan 28 2013,Sohrawordi Shuvo,not out ,4,1,3,1,0,400.00
131,2012/13,16th,Jan 28 2013,Elias Sunny,not out ,9,5,13,1,0,180.00
130,2012/13,17th,Jan 29 2013,Sulieman Benn,not out ,15,12,9,1,1,125.00
136,2012/13,11th,Jan 24 2013,Shuvagata Hom,,6,11,17,0,0,54.54
126,2012/13,21st, Feb 1 2013,Abul Hasan,,7,5,14,1,0,140.00
124,2012/13,23rd, Feb 2 2013,Muktar Ali,not out ,10,4,5,2,0,250.00
123,2012/13,24th, Feb 2 2013,Owais Shah,,0,2,2,0,0,0.00
127,2012/13,20th,Jan 31 2013,Shaun Tait,not out ,1,2,5,0,0,50.00
128,2012/13,19th,Jan 31 2013,Mushfiqur Rahim,,17,24,46,1,0,70.83
133,2012/13,14th,Jan 25 2013,Mohammad Sharif,not out ,3,2,1,0,0,150.00
129,2012/13,18th,Jan 29 2013,Asif Ahmed,,19,18,23,2,0,105.55
136,2012/13,11th,Jan 24 2013,Elias Sunny,,0,1,2,0,0,0.00
126,2012/13,21st, Feb 1 2013,Naeem Islam jnr,,0,5,5,0,0,0.00
123,2012/13,24th, Feb 2 2013,Darren Stevens,,0,2,3,0,0,0.00
128,2012/13,19th,Jan 31 2013,Mohammad Nabi,,6,12,19,0,0,50.00
129,2012/13,18th,Jan 29 2013,Farhad Reza,,0,1,2,0,0,0.00
136,2012/13,11th,Jan 24 2013,Shafiul Islam,not out ,10,10,12,0,1,100.00
126,2012/13,21st, Feb 1 2013,Taijul Islam,not out ,2,5,7,0,0,40.00
123,2012/13,24th, Feb 2 2013,Soumya Sarkar,,2,5,7,0,0,40.00
128,2012/13,19th,Jan 31 2013,Nazmul Hossain Milon,not out ,45,29,36,5,1,155.17
129,2012/13,18th,Jan 29 2013,Samuel Badree,,2,8,10,0,0,25.00
136,2012/13,11th,Jan 24 2013,Nazmul Islam,not out ,4,7,9,0,0,57.14
126,2012/13,21st, Feb 1 2013,Monir Hossain,not out ,1,2,2,0,0,50.00
123,2012/13,24th, Feb 2 2013,Kaushal Lokuarachchi,,2,8,6,0,0,25.00
128,2012/13,19th,Jan 31 2013,Elton Chigumbura,not out ,10,7,7,0,1,142.85
129,2012/13,18th,Jan 29 2013,Shapoor Zadran,,1,4,9,0,0,25.00
123,2012/13,24th, Feb 2 2013,Alfonso Thomas,,12,10,10,2,0,120.00
129,2012/13,18th,Jan 29 2013,Sunzamul Islam,not out ,3,3,7,0,0,100.00
123,2012/13,24th, Feb 2 2013,Mosharraf Hossain,not out ,16,27,32,0,0,59.25
129,2012/13,18th,Jan 29 2013,Nabil Samad,,0,1,1,0,0,0.00
123,2012/13,24th, Feb 2 2013,Mahbubul Alam,not out ,13,6,5,1,1,216.66
114,2012/13,33rd, Feb 9 2013,Brendan Taylor, b Abdur Razzak,11,8,8,2,0,137.50
113,2012/13,34th, Feb 9 2013,Phil Mustard,c Stevens b Mashrafe Mortaza,0,2,1,0,0,0.00
120,2012/13,27th, Feb 5 2013,Dwayne Smith,,24,21,27,3,1,114.28
119,2012/13,28th, Feb 5 2013,Tillakaratne Dilshan,,18,12,22,4,0,150.00
118,2012/13,29th, Feb 7 2013,Brendan Taylor,,9,10,7,2,0,90.00
117,2012/13,30th, Feb 7 2013,Shamsur Rahman,not out ,98,50,95,4,8,196.00
114,2012/13,33rd, Feb 9 2013,Naeem Islam,c Borgas b Hyatt,29,30,53,3,0,96.66
113,2012/13,34th, Feb 9 2013,Brad Hodge,st †Anamul Haque b Mosharraf Hossain,12,14,25,1,1,85.71
120,2012/13,27th, Feb 5 2013,Paul Stirling,,6,3,2,0,1,200.00
119,2012/13,28th, Feb 5 2013,Mohammad Ashraful,,14,13,30,2,0,107.69
116,2012/13,31st, Feb 8 2013,Tamim Iqbal,c Santokie b Asif Ahmed,7,19,24,1,0,36.84
115,2012/13,32nd, Feb 8 2013,Brendan Taylor,,58,44,69,4,2,131.81
118,2012/13,29th, Feb 7 2013,Naeem Islam,,0,5,17,0,0,0.00
117,2012/13,30th, Feb 7 2013,Junaid Siddique,,6,4,4,1,0,150.00
114,2012/13,33rd, Feb 9 2013,David Miller, b Nasir Hossain,19,19,30,2,0,100.00
113,2012/13,34th, Feb 9 2013,Sabbir Rahman,lbw b Shakib Al Hasan,18,14,19,3,0,128.57
120,2012/13,27th, Feb 5 2013,Mushfiqur Rahim,,34,23,38,3,1,147.82
119,2012/13,28th, Feb 5 2013,Anamul Haque,,83,46,66,6,5,180.43
116,2012/13,31st, Feb 8 2013,Charles Coventry,c Farhad Reza b Santokie,5,5,8,1,0,100.00
115,2012/13,32nd, Feb 8 2013,Naeem Islam,,58,43,60,6,2,134.88
118,2012/13,29th, Feb 7 2013,Mahmudullah,,0,4,10,0,0,0.00
117,2012/13,30th, Feb 7 2013,Imrul Kayes,,53,46,68,5,0,115.21
114,2012/13,33rd, Feb 9 2013,Ryan ten Doeschate,st †Dhiman Ghosh b Abdur Razzak,50,32,48,2,2,156.25
113,2012/13,34th, Feb 9 2013,Azhar Mahmood,c Cobb b Shakib Al Hasan,30,33,48,3,0,90.90
112,2012/13,35th,Feb 11 2013,Mohammad Mithun,,0,2,1,0,0,0.00
110,2012/13,37th,Feb 12 2013,Shivnarine Chanderpaul,,66,51,82,10,1,129.41
120,2012/13,27th, Feb 5 2013,Mominul Haque,,10,11,9,1,0,90.90
19,2012/13,38th,Feb 12 2013,Tillakaratne Dilshan,,32,35,36,2,2,91.42
18,2012/13,39th,Feb 13 2013,Naeem Islam,,0,7,7,0,0,0.00
17,2012/13,40th,Feb 13 2013,Joe Denly,,1,5,4,0,0,20.00
16,2012/13,41st,Feb 14 2013,Brad Hodge,,19,12,23,4,0,158.33
15,2012/13,42nd,Feb 14 2013,Josh Cobb,,5,4,6,1,0,125.00
119,2012/13,28th, Feb 5 2013,Shakib Al Hasan,,42,24,34,4,2,175.00
116,2012/13,31st, Feb 8 2013,Dilshan Munaweera,c †Wessels b Farhad Reza,8,5,6,2,0,160.00
115,2012/13,32nd, Feb 8 2013,David Miller,,0,1,2,0,0,0.00
118,2012/13,29th, Feb 7 2013,Ryan ten Doeschate,not out ,95,61,92,7,4,155.73
117,2012/13,30th, Feb 7 2013,Nasir Hossain,,4,5,4,0,0,80.00
114,2012/13,33rd, Feb 9 2013,Mahmudullah,c Mohammad Sharif b Nasir Hossain,2,8,8,0,0,25.00
113,2012/13,34th, Feb 9 2013,Alok Kapali,c Mashrafe Mortaza b Liddle,10,19,23,0,0,52.63
112,2012/13,35th,Feb 11 2013,Shahriar Nafees,,3,3,10,0,0,100.00
110,2012/13,37th,Feb 12 2013,Paul Stirling,,66,39,71,9,2,169.23
120,2012/13,27th, Feb 5 2013,Nazmul Hossain Milon,,16,17,39,1,0,94.11
19,2012/13,38th,Feb 12 2013,Mohammad Ashraful,,20,31,55,1,0,64.51
18,2012/13,39th,Feb 13 2013,Jason Roy,not out ,92,55,92,8,4,167.27
111,2012/13,36th,Feb 11 2013,Shamsur Rahman,,51,36,66,7,0,141.66
17,2012/13,40th,Feb 13 2013,Brad Hodge,,46,40,52,7,1,115.00
16,2012/13,41st,Feb 14 2013,Alok Kapali,,25,23,38,3,1,108.69
15,2012/13,42nd,Feb 14 2013,Tillakaratne Dilshan,,49,38,55,3,2,128.94
119,2012/13,28th, Feb 5 2013,Darren Stevens,not out ,42,22,31,3,2,190.90
116,2012/13,31st, Feb 8 2013,Jahurul Islam, b Sunzamul Islam,10,8,21,0,1,125.00
115,2012/13,32nd, Feb 8 2013,Ryan ten Doeschate,,37,18,23,2,3,205.55
118,2012/13,29th, Feb 7 2013,David Miller,,22,26,46,1,1,84.61
117,2012/13,30th, Feb 7 2013,Kevin O'Brien,,30,14,14,2,3,214.28
114,2012/13,33rd, Feb 9 2013,Ariful Haque,not out ,33,20,32,4,1,165.00
113,2012/13,34th, Feb 9 2013,Farveez Maharoof,c Liddle b Mashrafe Mortaza,15,16,26,0,0,93.75
112,2012/13,35th,Feb 11 2013,Travis Birt,not out ,94,56,82,6,6,167.85
110,2012/13,37th,Feb 12 2013,Mushfiqur Rahim,,3,7,11,0,0,42.85
120,2012/13,27th, Feb 5 2013,Elton Chigumbura,,8,10,17,0,0,80.00
19,2012/13,38th,Feb 12 2013,Shakib Al Hasan,,8,2,9,0,1,400.00
18,2012/13,39th,Feb 13 2013,Brendan Taylor,,30,21,35,2,2,142.85
111,2012/13,36th,Feb 11 2013,Junaid Siddique,,35,21,42,4,2,166.66
17,2012/13,40th,Feb 13 2013,Shuvagata Hom,,2,4,4,0,0,50.00
16,2012/13,41st,Feb 14 2013,Sabbir Rahman,,0,2,1,0,0,0.00
15,2012/13,42nd,Feb 14 2013,Anamul Haque,,23,26,40,0,1,88.46
119,2012/13,28th, Feb 5 2013,Josh Cobb,not out ,7,3,6,0,1,233.33
116,2012/13,31st, Feb 8 2013,Chamara Kapugedera,c Sunzamul Islam b Noor Hossain,18,16,17,1,1,112.50
115,2012/13,32nd, Feb 8 2013,Mahmudullah,not out ,24,13,19,0,2,184.61
118,2012/13,29th, Feb 7 2013,Jacob Oram,,4,9,29,0,0,44.44
117,2012/13,30th, Feb 7 2013,Cameron Borgas,not out ,1,1,1,0,0,100.00
114,2012/13,33rd, Feb 9 2013,Kevon Cooper,c Imrul Kayes b O'Brien,8,3,5,0,1,266.66
113,2012/13,34th, Feb 9 2013,Shuvagata Hom, b Thomas,8,6,9,1,0,133.33
14,2012/13,Race,Feb 15 2013,Tillakaratne Dilshan,,0,1,1,0,0,0.00
112,2012/13,35th,Feb 11 2013,Jehan Mubarak,,65,43,48,6,2,151.16
13,2012/13,Elimination,Feb 16 2013,Charles Coventry,,15,9,8,2,1,166.66
545,2018/19,1st, Jan 5 2019,Mehedi Maruf,,1,10,-,0,0,10.00
11,2012/13,Semi-Final,Feb 18 2013,Shivnarine Chanderpaul,,16,22,41,1,0,72.72
544,2018/19,2nd, Jan 5 2019,Hazratullah Zazai,,78,41,-,4,7,190.24
110,2012/13,37th,Feb 12 2013,Elton Chigumbura,not out ,15,9,19,0,1,166.66
543,2018/19,3rd, Jan 6 2019,Litton Das,,1,5,-,0,0,20.00
120,2012/13,27th, Feb 5 2013,Mohammad Nabi,,17,17,20,2,0,100.00
19,2012/13,38th,Feb 12 2013,Anamul Haque,,23,17,21,2,1,135.29
18,2012/13,39th,Feb 13 2013,Ryan ten Doeschate,,65,39,48,4,3,166.66
111,2012/13,36th,Feb 11 2013,Imrul Kayes,,16,15,15,0,1,106.66
17,2012/13,40th,Feb 13 2013,Azhar Mahmood,,0,2,1,0,0,0.00
16,2012/13,41st,Feb 14 2013,Azhar Mahmood,,0,1,2,0,0,0.00
15,2012/13,42nd,Feb 14 2013,Shakib Al Hasan,not out ,59,29,54,9,0,203.44
119,2012/13,28th, Feb 5 2013,Junaid Siddique,,17,14,24,1,1,121.42
116,2012/13,31st, Feb 8 2013,Sean Ervine,st †Wessels b Noor Hossain,23,23,36,0,2,100.00
115,2012/13,32nd, Feb 8 2013,Kevon Cooper,not out ,1,1,1,0,0,100.00
118,2012/13,29th, Feb 7 2013,Kevon Cooper,not out ,15,5,10,2,1,300.00
117,2012/13,30th, Feb 7 2013,Shivnarine Chanderpaul,,51,29,37,6,2,175.86
114,2012/13,33rd, Feb 9 2013,Shaun Tait,not out ,0,0,1,0,0,-
113,2012/13,34th, Feb 9 2013,Hamid Hassan, b Liddle,2,3,7,0,0,66.66
14,2012/13,Race,Feb 15 2013,Chris Gayle,,114,51,90,5,12,223.52
542,2018/19,4th, Jan 6 2019,Rilee Rossouw,not out ,76,52,-,8,2,146.15
112,2012/13,35th,Feb 11 2013,Lou Vincent,,6,10,12,1,0,60.00
13,2012/13,Elimination,Feb 16 2013,Simon Katich,,0,2,11,0,0,0.00
