id,label
21389,1
21390,1
21391,1
21392,0
21393,0
21394,0
21395,0
21396,0
21397,0
21398,0
21399,0
21400,1
21401,0
21402,1
21403,1
21404,0
21405,0
21406,0
21407,1
21408,0
21409,0
21410,1
21411,1
21412,0
21413,0
21414,0
21415,1
21416,1
21417,0
21418,0
21419,1
21420,1
21421,0
21422,1
21423,0
21424,0
21425,0
21426,1
21427,0
21428,1
21429,0
21430,0
21431,1
21432,0
21433,1
21434,0
21435,0
21436,0
21437,1
21438,0
21439,1
21440,0
21441,1
21442,1
21443,1
21444,0
21445,1
21446,1
21447,0
21448,1
21449,1
21450,1
21451,1
21452,0
21453,1
21454,0
21455,1
21456,0
21457,1
21458,0
21459,0
21460,1
21461,1
21462,0
21463,1
21464,0
21465,0
21466,0
21467,0
21468,1
21469,0
21470,0
21471,1
21472,0
21473,0
21474,0
21475,0
21476,1
21477,1
21478,0
21479,1
21480,1
21481,0
21482,1
21483,0
21484,0
21485,1
21486,0
21487,1
21488,0
21489,0
21490,0
21491,0
21492,1
21493,1
21494,0
21495,0
21496,1
21497,0
21498,1
21499,0
21500,0
21501,0
21502,0
21503,1
21504,1
21505,1
21506,1
21507,0
21508,0
21509,1
21510,0
21511,1
21512,0
21513,1
21514,0
21515,0
21516,1
21517,1
21518,0
21519,0
21520,1
21521,0
21522,1
21523,1
21524,1
21525,0
21526,0
21527,0
21528,1
21529,0
21530,0
21531,0
21532,0
21533,0
21534,0
21535,0
21536,0
21537,1
21538,1
21539,0
21540,1
21541,1
21542,0
21543,0
21544,1
21545,0
21546,0
21547,0
21548,0
21549,0
21550,1
21551,1
21552,1
21553,1
21554,0
21555,1
21556,0
21557,0
21558,1
21559,1
21560,0
21561,0
21562,0
21563,0
21564,1
21565,1
21566,0
21567,1
21568,0
21569,0
21570,0
21571,1
21572,0
21573,1
21574,0
21575,0
21576,0
21577,1
21578,1
21579,1
21580,1
21581,1
21582,1
21583,1
21584,1
21585,1
21586,0
21587,0
21588,0
21589,0
21590,0
21591,0
21592,0
21593,1
21594,1
21595,0
21596,0
21597,1
21598,0
21599,1
21600,0
21601,0
21602,1
21603,1
21604,0
21605,0
21606,0
21607,1
21608,0
21609,1
21610,1
21611,1
21612,1
21613,0
21614,1
21615,0
21616,0
21617,0
21618,1
21619,0
21620,0
21621,1
21622,0
21623,1
21624,1
21625,0
21626,1
21627,1
21628,1
21629,1
21630,0
21631,1
21632,0
21633,1
21634,0
21635,1
21636,0
21637,1
21638,0
21639,1
21640,1
21641,1
21642,0
21643,0
21644,0
21645,1
21646,0
21647,0
21648,0
21649,1
21650,1
21651,1
21652,1
21653,0
21654,1
21655,0
21656,1
21657,1
21658,1
21659,0
21660,0
21661,1
21662,0
21663,1
21664,0
21665,1
21666,1
21667,1
21668,1
21669,0
21670,1
21671,0
21672,0
21673,1
21674,1
21675,0
21676,0
21677,1
21678,1
21679,0
21680,0
21681,1
21682,1
21683,1
21684,1
21685,1
21686,1
21687,1
21688,1
21689,1
21690,1
21691,0
21692,1
21693,0
21694,0
21695,1
21696,0
21697,0
21698,0
21699,1
21700,1
21701,0
21702,0
21703,0
21704,0
21705,1
21706,0
21707,1
21708,1
21709,1
21710,0
21711,0
21712,1
21713,1
21714,1
21715,1
21716,1
21717,0
21718,1
21719,0
21720,0
21721,1
21722,1
21723,1
21724,0
21725,1
21726,1
21727,0
21728,0
21729,1
21730,1
21731,0
21732,1
21733,1
21734,0
21735,0
21736,0
21737,0
21738,1
21739,0
21740,1
21741,1
21742,1
21743,1
21744,1
21745,0
21746,1
21747,1
21748,1
21749,1
21750,1
21751,0
21752,0
21753,1
21754,1
21755,0
21756,1
21757,1
21758,0
21759,0
21760,1
21761,0
21762,1
21763,1
21764,0
21765,1
21766,1
21767,0
21768,0
21769,1
21770,0
21771,0
21772,0
21773,0
21774,1
21775,0
21776,0
21777,0
21778,1
21779,0
21780,0
21781,0
21782,1
21783,1
21784,1
21785,1
21786,0
21787,0
21788,0
21789,1
21790,1
21791,0
21792,0
21793,0
21794,1
21795,0
21796,1
21797,0
21798,1
21799,0
21800,0
21801,1
21802,1
21803,1
21804,0
21805,0
21806,1
21807,1
21808,1
21809,1
21810,1
21811,1
21812,0
21813,0
21814,1
21815,0
21816,1
21817,0
21818,1
21819,0
21820,0
21821,1
21822,0
21823,0
21824,1
21825,0
21826,1
21827,1
21828,1
21829,1
21830,1
21831,1
21832,0
21833,1
21834,1
21835,1
21836,0
21837,1
21838,0
21839,1
21840,1
21841,1
21842,0
21843,0
21844,1
21845,0
21846,0
21847,1
21848,1
21849,1
21850,1
21851,1
21852,0
21853,1
21854,1
21855,1
21856,0
21857,1
21858,0
21859,0
21860,0
21861,1
21862,1
21863,1
21864,0
21865,1
21866,1
21867,0
21868,0
21869,1
21870,1
21871,0
21872,0
21873,1
21874,1
21875,1
21876,0
21877,0
21878,1
21879,1
21880,0
21881,1
21882,1
21883,0
21884,1
21885,0
21886,0
21887,0
21888,1
21889,0
21890,1
21891,0
21892,0
21893,0
21894,0
21895,1
21896,1
21897,0
21898,0
21899,1
21900,0
21901,1
21902,1
21903,1
21904,1
21905,1
21906,1
21907,1
21908,1
21909,0
21910,1
21911,0
21912,0
21913,0
21914,1
21915,1
21916,0
21917,0
21918,0
21919,0
21920,0
21921,1
21922,0
21923,0
21924,0
21925,0
21926,0
21927,1
21928,1
21929,1
21930,1
21931,1
21932,1
21933,1
21934,1
21935,0
21936,1
21937,1
21938,1
21939,1
21940,1
21941,0
21942,0
21943,1
21944,1
21945,1
21946,1
21947,1
21948,0
21949,0
21950,1
21951,1
21952,0
21953,0
21954,1
21955,1
21956,0
21957,1
21958,0
21959,0
21960,1
21961,0
21962,0
21963,0
21964,1
21965,1
21966,1
21967,0
21968,1
21969,1
21970,0
21971,1
21972,0
21973,0
21974,1
21975,1
21976,1
21977,0
21978,1
21979,0
21980,0
21981,1
21982,0
21983,0
21984,1
21985,1
21986,0
21987,1
21988,0
21989,0
21990,1
21991,0
21992,1
21993,1
21994,1
21995,1
21996,0
21997,1
21998,0
21999,0
22000,1
22001,1
22002,1
22003,1
22004,1
22005,1
22006,1
22007,0
22008,0
22009,0
22010,0
22011,1
22012,0
22013,0
22014,0
22015,0
22016,0
22017,0
22018,0
22019,1
22020,1
22021,1
22022,0
22023,1
22024,0
22025,0
22026,1
22027,1
22028,0
22029,1
22030,1
22031,1
22032,0
22033,1
22034,1
22035,0
22036,0
22037,0
22038,1
22039,0
22040,0
22041,1
22042,1
22043,0
22044,0
22045,1
22046,1
22047,0
22048,0
22049,1
22050,0
22051,0
22052,0
22053,0
22054,1
22055,1
22056,1
22057,1
22058,1
22059,1
22060,0
22061,1
22062,1
22063,0
22064,0
22065,1
22066,1
22067,0
22068,1
22069,1
22070,1
22071,1
22072,0
22073,0
22074,1
22075,0
22076,0
22077,0
22078,0
22079,0
22080,0
22081,1
22082,0
22083,0
22084,0
22085,1
22086,1
22087,1
22088,0
22089,1
22090,1
22091,0
22092,1
22093,1
22094,0
22095,0
22096,1
22097,0
22098,0
22099,0
22100,0
22101,0
22102,1
22103,0
22104,1
22105,0
22106,0
22107,0
22108,1
22109,0
22110,1
22111,1
22112,1
22113,1
22114,0
22115,1
22116,0
22117,0
22118,0
22119,0
22120,1
22121,1
22122,1
22123,1
22124,0
22125,0
22126,1
22127,1
22128,0
22129,0
22130,1
22131,1
22132,0
22133,1
22134,0
22135,0
22136,0
22137,0
22138,0
22139,0
22140,0
22141,0
22142,1
22143,0
22144,1
22145,0
22146,1
22147,1
22148,0
22149,1
22150,0
22151,0
22152,1
22153,0
22154,0
22155,1
22156,0
22157,1
22158,1
22159,1
22160,1
22161,1
22162,0
22163,0
22164,0
22165,1
22166,1
22167,0
22168,1
22169,1
22170,0
22171,0
22172,1
22173,0
22174,1
22175,0
22176,0
22177,0
22178,1
22179,0
22180,0
22181,1
22182,0
22183,0
22184,1
22185,1
22186,1
22187,0
22188,0
22189,0
22190,0
22191,0
22192,1
22193,1
22194,0
22195,1
22196,0
22197,1
22198,1
22199,0
22200,0
22201,0
22202,0
22203,1
22204,1
22205,0
22206,0
22207,0
22208,1
22209,1
22210,0
22211,1
22212,1
22213,1
22214,1
22215,0
22216,0
22217,1
22218,0
22219,1
22220,0
22221,0
22222,1
22223,1
22224,1
22225,1
22226,0
22227,0
22228,1
22229,1
22230,1
22231,1
22232,0
22233,0
22234,0
22235,0
22236,1
22237,1
22238,1
22239,1
22240,0
22241,0
22242,1
22243,0
22244,1
22245,1
22246,0
22247,0
22248,1
22249,0
22250,1
22251,0
22252,1
22253,1
22254,0
22255,0
22256,1
22257,0
22258,1
22259,1
22260,1
22261,0
22262,1
22263,0
22264,1
22265,1
22266,0
22267,1
22268,1
22269,1
22270,0
22271,0
22272,1
22273,1
22274,0
22275,1
22276,1
22277,0
22278,1
22279,1
22280,0
22281,0
22282,1
22283,1
22284,0
22285,1
22286,1
22287,0
22288,0
22289,1
22290,0
22291,0
22292,0
22293,0
22294,0
22295,1
22296,0
22297,0
22298,0
22299,1
22300,1
22301,1
22302,0
22303,1
22304,1
22305,1
22306,1
22307,1
22308,0
22309,0
22310,0
22311,0
22312,0
22313,1
22314,1
22315,1
22316,1
22317,0
22318,0
22319,1
22320,0
22321,1
22322,1
22323,1
22324,0
22325,1
22326,1
22327,0
22328,1
22329,1
22330,1
22331,1
22332,0
22333,1
22334,1
22335,0
22336,0
22337,0
22338,1
22339,1
22340,1
22341,0
22342,1
22343,0
22344,0
22345,0
22346,0
22347,1
22348,0
22349,0
22350,1
22351,0
22352,1
22353,1
22354,1
22355,0
22356,1
22357,1
22358,1
22359,1
22360,1
22361,0
22362,0
22363,0
22364,1
22365,1
22366,1
22367,0
22368,0
22369,0
22370,1
22371,1
22372,1
22373,1
22374,0
22375,0
22376,0
22377,1
22378,1
22379,1
22380,0
22381,1
22382,1
22383,1
22384,0
22385,1
22386,1
22387,1
22388,0
22389,1
22390,0
22391,1
22392,0
22393,1
22394,0
22395,1
22396,0
22397,1
22398,0
22399,1
22400,0
22401,1
22402,0
22403,1
22404,1
22405,1
22406,1
22407,1
22408,0
22409,0
22410,0
22411,0
22412,1
22413,0
22414,1
22415,1
22416,0
22417,1
22418,1
22419,1
22420,0
22421,0
22422,0
22423,0
22424,0
22425,1
22426,0
22427,1
22428,1
22429,0
22430,0
22431,1
22432,1
22433,1
22434,1
22435,1
22436,0
22437,0
22438,1
22439,1
22440,1
22441,1
22442,1
22443,0
22444,1
22445,0
22446,0
22447,1
22448,1
22449,1
22450,1
22451,1
22452,0
22453,0
22454,1
22455,1
22456,1
22457,0
22458,0
22459,0
22460,0
22461,1
22462,0
22463,0
22464,0
22465,1
22466,1
22467,1
22468,0
22469,0
22470,0
22471,1
22472,0
22473,1
22474,0
22475,1
22476,1
22477,1
22478,1
22479,0
22480,1
22481,1
22482,1
22483,0
22484,1
22485,0
22486,1
22487,1
22488,0
22489,0
22490,0
22491,1
22492,0
22493,0
22494,1
22495,0
22496,0
22497,0
22498,1
22499,0
22500,0
22501,0
22502,0
22503,0
22504,0
22505,0
22506,1
22507,0
22508,1
22509,1
22510,1
22511,0
22512,0
22513,0
22514,1
22515,1
22516,1
22517,1
22518,0
22519,1
22520,0
22521,1
22522,1
22523,0
22524,1
22525,0
22526,0
22527,1
22528,0
22529,1
22530,1
22531,1
22532,1
22533,1
22534,1
22535,0
22536,0
22537,0
22538,1
22539,0
22540,0
22541,1
22542,0
22543,1
22544,1
22545,0
22546,0
22547,1
22548,0
22549,1
22550,0
22551,0
22552,0
22553,1
22554,1
22555,0
22556,0
22557,1
22558,0
22559,1
22560,0
22561,0
22562,1
22563,1
22564,1
22565,0
22566,0
22567,0
22568,1
22569,0
22570,0
22571,1
22572,1
22573,1
22574,1
22575,1
22576,1
22577,0
22578,1
22579,1
22580,0
22581,0
22582,1
22583,0
22584,0
22585,1
22586,0
22587,1
22588,0
22589,0
22590,0
22591,1
22592,0
22593,0
22594,0
22595,0
22596,0
22597,1
22598,0
22599,0
22600,1
22601,1
22602,0
22603,0
22604,0
22605,0
22606,1
22607,0
22608,0
22609,0
22610,1
22611,1
22612,0
22613,1
22614,1
22615,1
22616,0
22617,1
22618,1
22619,1
22620,0
22621,1
22622,1
22623,0
22624,0
22625,1
22626,0
22627,0
22628,1
22629,1
22630,1
22631,0
22632,1
22633,0
22634,0
22635,0
22636,1
22637,1
22638,0
22639,0
22640,1
22641,0
22642,1
22643,0
22644,0
22645,1
22646,0
22647,1
22648,1
22649,1
22650,1
22651,1
22652,0
22653,1
22654,1
22655,1
22656,0
22657,1
22658,0
22659,0
22660,0
22661,1
22662,1
22663,1
22664,0
22665,1
22666,1
22667,0
22668,0
22669,1
22670,1
22671,1
22672,1
22673,1
22674,1
22675,1
22676,1
22677,1
22678,0
22679,1
22680,0
22681,1
22682,0
22683,0
22684,1
22685,0
22686,0
22687,0
22688,0
22689,1
22690,0
22691,0
22692,1
22693,1
22694,0
22695,1
22696,1
22697,1
22698,1
22699,1
22700,1
22701,1
22702,0
22703,0
22704,0
22705,1
22706,0
22707,1
22708,1
22709,1
22710,0
22711,0
22712,0
22713,1
22714,0
22715,0
22716,1
22717,0
22718,0
22719,1
22720,0
22721,0
22722,1
22723,0
22724,0
22725,0
22726,0
22727,0
22728,0
22729,1
22730,1
22731,0
22732,1
22733,1
22734,1
22735,0
22736,1
22737,1
22738,0
22739,1
22740,0
22741,1
22742,0
22743,0
22744,0
22745,1
22746,1
22747,1
22748,0
22749,1
22750,1
22751,0
22752,0
22753,1
22754,1
22755,1
22756,0
22757,0
22758,1
22759,1
22760,0
22761,1
22762,1
22763,0
22764,0
22765,0
22766,0
22767,0
22768,0
22769,1
22770,1
22771,0
22772,1
22773,0
22774,1
22775,0
22776,0
22777,1
22778,0
22779,1
22780,1
22781,0
22782,1
22783,0
22784,1
22785,1
22786,0
22787,0
22788,0
22789,1
22790,1
22791,0
22792,1
22793,1
22794,0
22795,1
22796,1
22797,0
22798,0
22799,1
22800,0
22801,1
22802,1
22803,1
22804,0
22805,1
22806,1
22807,0
22808,1
22809,1
22810,0
22811,1
22812,0
22813,1
22814,0
22815,1
22816,0
22817,0
22818,1
22819,1
22820,1
22821,1
22822,1
22823,0
22824,0
22825,0
22826,0
22827,1
22828,0
22829,1
22830,0
22831,1
22832,0
22833,0
22834,0
22835,1
22836,1
22837,1
22838,1
22839,1
22840,1
22841,1
22842,1
22843,1
22844,1
22845,0
22846,1
22847,1
22848,0
22849,1
22850,0
22851,0
22852,1
22853,0
22854,1
22855,0
22856,0
22857,0
22858,0
22859,0
22860,0
22861,1
22862,1
22863,1
22864,0
22865,0
22866,1
22867,0
22868,1
22869,0
22870,1
22871,1
22872,0
22873,0
22874,0
22875,1
22876,1
22877,0
22878,0
22879,1
22880,1
22881,0
22882,1
22883,0
22884,1
22885,0
22886,0
22887,0
22888,0
22889,0
22890,1
22891,1
22892,1
22893,1
22894,1
22895,1
22896,0
22897,1
22898,0
22899,0
22900,1
22901,0
22902,1
22903,1
22904,0
22905,0
22906,0
22907,1
22908,1
22909,0
22910,1
22911,0
22912,1
22913,1
22914,1
22915,0
22916,0
22917,1
22918,0
22919,1
22920,1
22921,1
22922,0
22923,1
22924,0
22925,1
22926,1
22927,1
22928,1
22929,0
22930,1
22931,0
22932,1
22933,1
22934,1
22935,1
22936,1
22937,1
22938,1
22939,0
22940,0
22941,0
22942,1
22943,1
22944,0
22945,1
22946,0
22947,0
22948,1
22949,1
22950,1
22951,1
22952,0
22953,0
22954,1
22955,0
22956,1
22957,0
22958,0
22959,1
22960,1
22961,1
22962,0
22963,0
22964,1
22965,1
22966,1
22967,0
22968,0
22969,0
22970,1
22971,0
22972,1
22973,1
22974,1
22975,0
22976,0
22977,0
22978,1
22979,0
22980,1
22981,0
22982,1
22983,1
22984,0
22985,0
22986,1
22987,1
22988,1
22989,1
22990,1
22991,1
22992,0
22993,0
22994,1
22995,1
22996,1
22997,1
22998,1
22999,1
23000,0
23001,0
23002,0
23003,1
23004,1
23005,1
23006,1
23007,1
23008,0
23009,0
23010,0
23011,1
23012,1
23013,0
23014,1
23015,1
23016,1
23017,0
23018,0
23019,0
23020,0
23021,1
23022,1
23023,0
23024,1
23025,0
23026,1
23027,1
23028,0
23029,0
23030,0
23031,0
23032,1
23033,0
23034,1
23035,1
23036,1
23037,1
23038,1
23039,0
23040,1
23041,1
23042,1
23043,0
23044,1
23045,0
23046,1
23047,0
23048,1
23049,0
23050,0
23051,1
23052,0
23053,0
23054,0
23055,1
23056,1
23057,1
23058,1
23059,0
23060,0
23061,0
23062,0
23063,0
23064,1
23065,1
23066,1
23067,0
23068,0
23069,0
23070,1
23071,0
23072,1
23073,1
23074,0
23075,0
23076,0
23077,0
23078,0
23079,0
23080,0
23081,1
23082,0
23083,0
23084,0
23085,0
23086,1
23087,0
23088,0
23089,1
23090,0
23091,1
23092,0
23093,0
23094,0
23095,0
23096,1
23097,0
23098,1
23099,0
23100,0
23101,1
23102,0
23103,0
23104,0
23105,0
23106,0
23107,1
23108,1
23109,1
23110,0
23111,0
23112,0
23113,1
23114,1
23115,1
23116,0
23117,0
23118,1
23119,1
23120,0
23121,1
23122,1
23123,1
23124,0
23125,0
23126,0
23127,0
23128,1
23129,1
23130,1
23131,1
23132,0
23133,0
23134,1
23135,1
23136,0
23137,1
23138,1
23139,0
23140,1
23141,0
23142,0
23143,1
23144,0
23145,0
23146,0
23147,0
23148,1
23149,0
23150,1
23151,1
23152,1
23153,1
23154,1
23155,0
23156,1
23157,1
23158,0
23159,1
23160,0
23161,0
23162,0
23163,1
23164,0
23165,1
23166,0
23167,1
23168,1
23169,0
23170,1
23171,0
23172,0
23173,0
23174,1
23175,0
23176,1
23177,1
23178,0
23179,1
23180,0
23181,0
23182,0
23183,1
23184,0
23185,0
23186,1
23187,1
23188,1
23189,1
23190,1
23191,0
23192,0
23193,0
23194,1
23195,0
23196,0
23197,0
23198,0
23199,1
23200,0
23201,0
23202,0
23203,1
23204,1
23205,0
23206,1
23207,0
23208,0
23209,1
23210,0
23211,0
23212,0
23213,1
23214,0
23215,0
23216,1
23217,1
23218,0
23219,0
23220,0
23221,1
23222,0
23223,1
23224,0
23225,1
23226,0
23227,0
23228,1
23229,1
23230,1
23231,0
23232,1
23233,1
23234,0
23235,1
23236,0
23237,0
23238,1
23239,0
23240,1
23241,1
23242,0
23243,1
23244,0
23245,1
23246,1
23247,1
23248,1
23249,1
23250,0
23251,0
23252,0
23253,0
23254,1
23255,1
23256,0
23257,0
23258,0
23259,0
23260,0
23261,0
23262,1
23263,0
23264,1
23265,1
23266,0
23267,1
23268,1
23269,1
23270,0
23271,0
23272,0
23273,1
23274,1
23275,0
23276,0
23277,1
23278,1
23279,0
23280,1
23281,0
23282,0
23283,1
23284,0
23285,0
23286,1
23287,0
23288,0
23289,1
23290,1
23291,0
23292,0
23293,1
23294,0
23295,1
23296,0
23297,0
23298,0
23299,1
23300,0
23301,1
23302,1
23303,0
23304,1
23305,1
23306,1
23307,1
23308,0
23309,0
23310,0
23311,0
23312,1
23313,1
23314,0
23315,0
23316,1
23317,0
23318,1
23319,0
23320,1
23321,0
23322,0
23323,1
23324,1
23325,1
23326,1
23327,1
23328,1
23329,1
23330,0
23331,1
23332,1
23333,0
23334,0
23335,1
23336,0
23337,0
23338,1
23339,0
23340,0
23341,0
23342,0
23343,1
23344,1
23345,1
23346,0
23347,1
23348,0
23349,1
23350,0
23351,1
23352,0
23353,1
23354,1
23355,0
23356,1
23357,1
23358,0
23359,1
23360,0
23361,1
23362,1
23363,0
23364,0
23365,0
23366,1
23367,1
23368,1
23369,1
23370,0
23371,0
23372,1
23373,1
23374,1
23375,1
23376,1
23377,0
23378,0
23379,1
23380,1
23381,1
23382,0
23383,1
23384,0
23385,1
23386,1
23387,0
23388,1
23389,0
23390,1
23391,1
23392,0
23393,1
23394,1
23395,0
23396,0
23397,1
23398,1
23399,1
23400,1
23401,0
23402,1
23403,1
23404,0
23405,0
23406,0
23407,1
23408,1
23409,1
23410,1
23411,1
23412,0
23413,0
23414,0
23415,1
23416,0
23417,0
23418,1
23419,0
23420,0
23421,0
23422,1
23423,1
23424,1
23425,0
23426,1
23427,0
23428,1
23429,1
23430,0
23431,1
23432,1
23433,1
23434,1
23435,0
23436,1
23437,1
23438,0
23439,0
23440,1
23441,0
23442,1
23443,1
23444,0
23445,1
23446,1
23447,1
23448,0
23449,0
23450,1
23451,0
23452,1
23453,1
23454,1
23455,0
23456,1
23457,1
23458,0
23459,1
23460,1
23461,0
23462,0
23463,1
23464,0
23465,1
23466,0
23467,1
23468,1
23469,0
23470,1
23471,1
23472,1
23473,1
23474,0
23475,0
23476,1
23477,1
23478,1
23479,0
23480,1
23481,1
23482,1
23483,0
23484,0
23485,1
23486,0
23487,1
23488,1
23489,1
23490,0
23491,0
23492,0
23493,0
23494,1
23495,1
23496,1
23497,0
23498,0
23499,0
23500,1
23501,0
23502,0
23503,1
23504,1
23505,1
23506,1
23507,1
23508,0
23509,1
23510,0
23511,1
23512,0
23513,1
23514,0
23515,0
23516,0
23517,1
23518,0
23519,0
23520,1
23521,1
23522,1
23523,1
23524,1
23525,0
23526,0
23527,0
23528,1
23529,1
23530,0
23531,1
23532,0
23533,0
23534,1
23535,0
23536,1
23537,1
23538,0
23539,0
23540,0
23541,0
23542,0
23543,0
23544,0
23545,1
23546,0
23547,0
23548,1
23549,1
23550,1
23551,1
23552,1
23553,1
23554,0
23555,1
23556,0
23557,1
23558,1
23559,1
23560,0
23561,0
23562,0
23563,0
23564,0
23565,1
23566,0
23567,0
23568,1
23569,1
23570,0
23571,0
23572,1
23573,0
23574,1
23575,1
23576,1
23577,0
23578,0
23579,1
23580,0
23581,0
23582,1
23583,0
23584,1
23585,0
23586,1
23587,0
23588,1
23589,1
23590,0
23591,0
23592,0
23593,1
23594,1
23595,1
23596,1
23597,0
