path,class_id,train-valid
harry-potter/0002/003.jpg,19,train
harry-potter/0002/004.jpg,19,valid
harry-potter/0002/005.jpg,19,train
harry-potter/0002/006.jpg,19,train
harry-potter/0002/007.jpg,19,valid
harry-potter/0002/008.jpg,19,train
harry-potter/0002/009.jpg,19,train
harry-potter/0002/010.jpg,19,train
harry-potter/0002/011.jpg,19,train
marvel/0008/001.jpg,20,valid
marvel/0008/002.jpg,20,train
marvel/0008/003.jpg,20,train
marvel/0008/004.jpg,20,valid
marvel/0008/005.jpg,20,train
marvel/0008/006.jpg,20,valid
marvel/0008/007.jpg,20,train
marvel/0008/008.jpg,20,valid
marvel/0008/009.jpg,20,train
marvel/0008/010.jpg,20,train
marvel/0008/011.jpg,20,train
marvel/0009/001.jpg,21,valid
marvel/0009/002.jpg,21,train
marvel/0009/003.jpg,21,train
marvel/0009/004.jpg,21,train
marvel/0009/005.jpg,21,train
marvel/0009/006.jpg,21,valid
marvel/0009/007.jpg,21,valid
marvel/0009/008.jpg,21,train
marvel/0009/009.jpg,21,valid
marvel/0009/010.jpg,21,train
marvel/0009/011.jpg,21,train
marvel/0010/001.jpg,22,train
marvel/0010/002.jpg,22,train
marvel/0010/003.jpg,22,valid
marvel/0010/004.jpg,22,train
marvel/0010/005.jpg,22,valid
marvel/0010/006.jpg,22,valid
marvel/0010/007.jpg,22,train
marvel/0010/008.jpg,22,valid
marvel/0010/009.jpg,22,train
marvel/0010/010.jpg,22,valid
marvel/0010/011.jpg,22,train
marvel/0011/001.jpg,23,valid
marvel/0011/002.jpg,23,train
marvel/0011/003.jpg,23,train
marvel/0011/004.jpg,23,train
marvel/0011/005.jpg,23,valid
marvel/0011/006.jpg,23,train
marvel/0011/007.jpg,23,train
marvel/0011/008.jpg,23,valid
marvel/0011/009.jpg,23,valid
marvel/0011/010.jpg,23,train
marvel/0012/001.jpg,24,train
marvel/0012/002.jpg,24,train
marvel/0012/003.jpg,24,valid
marvel/0012/004.jpg,24,train
marvel/0012/005.jpg,24,valid
marvel/0012/006.jpg,24,train
marvel/0012/007.jpg,24,valid
marvel/0012/008.jpg,24,valid
marvel/0012/009.jpg,24,train
marvel/0012/010.jpg,24,train
marvel/0013/001.jpg,25,valid
marvel/0013/002.jpg,25,train
marvel/0013/003.jpg,25,train
marvel/0013/004.jpg,25,valid
marvel/0013/005.jpg,25,train
marvel/0013/006.jpg,25,valid
marvel/0013/007.jpg,25,train
marvel/0013/008.jpg,25,train
marvel/0013/009.jpg,25,valid
marvel/0013/010.jpg,25,train
jurassic-world/0001/001.jpg,26,train
jurassic-world/0001/002.jpg,26,valid
jurassic-world/0001/003.jpg,26,train
jurassic-world/0001/004.jpg,26,valid
jurassic-world/0001/005.jpg,26,train
jurassic-world/0001/006.jpg,26,train
jurassic-world/0001/007.jpg,26,train
jurassic-world/0001/008.jpg,26,train
jurassic-world/0001/009.jpg,26,valid
jurassic-world/0001/010.jpg,26,train
jurassic-world/0001/011.jpg,26,train
jurassic-world/0001/012.jpg,26,valid
jurassic-world/0002/001.jpg,27,valid
jurassic-world/0002/002.jpg,27,train
jurassic-world/0002/003.jpg,27,train
jurassic-world/0002/004.jpg,27,valid
jurassic-world/0002/005.jpg,27,train
jurassic-world/0002/006.jpg,27,train
jurassic-world/0002/007.jpg,27,valid
jurassic-world/0002/008.jpg,27,train
jurassic-world/0002/009.jpg,27,valid
jurassic-world/0002/010.jpg,27,train
jurassic-world/0002/011.jpg,27,train
jurassic-world/0002/012.jpg,27,valid
marvel/0014/001.jpg,28,valid
marvel/0014/002.jpg,28,train
marvel/0014/003.jpg,28,train
marvel/0014/004.jpg,28,train
marvel/0014/005.jpg,28,valid
marvel/0014/006.jpg,28,valid
marvel/0014/007.jpg,28,train
marvel/0014/008.jpg,28,train
marvel/0014/009.jpg,28,valid
marvel/0014/010.jpg,28,train
marvel/0015/001.jpg,29,train
marvel/0015/002.jpg,29,train
marvel/0015/003.jpg,29,train
marvel/0015/004.jpg,29,valid
marvel/0015/005.jpg,29,train
marvel/0015/006.jpg,29,valid
marvel/0015/007.jpg,29,train
marvel/0015/008.jpg,29,train
marvel/0015/009.jpg,29,train
marvel/0015/010.jpg,29,valid
marvel/0016/001.jpg,30,train
marvel/0016/002.jpg,30,valid
marvel/0016/003.jpg,30,train
marvel/0016/004.jpg,30,valid
marvel/0016/005.jpg,30,train
marvel/0016/006.jpg,30,valid
marvel/0016/007.jpg,30,train
marvel/0016/008.jpg,30,valid
marvel/0016/009.jpg,30,train
marvel/0016/010.jpg,30,train
marvel/0017/001.jpg,31,train
marvel/0017/002.jpg,31,valid
marvel/0017/003.jpg,31,train
marvel/0017/004.jpg,31,valid
marvel/0017/005.jpg,31,train
marvel/0017/006.jpg,31,train
marvel/0017/007.jpg,31,train
marvel/0017/008.jpg,31,train
marvel/0017/009.jpg,31,valid
marvel/0017/010.jpg,31,train
star-wars/0011/001.jpg,32,valid
star-wars/0011/002.jpg,32,train
star-wars/0011/003.jpg,32,train
star-wars/0011/004.jpg,32,train
star-wars/0011/005.jpg,32,train
star-wars/0011/006.jpg,32,train
star-wars/0011/007.jpg,32,valid
star-wars/0011/008.jpg,32,train
star-wars/0012/001.jpg,33,train
star-wars/0012/002.jpg,33,valid
star-wars/0012/003.jpg,33,train
star-wars/0012/004.jpg,33,valid
star-wars/0012/005.jpg,33,train
star-wars/0012/006.jpg,33,train
star-wars/0012/007.jpg,33,valid
star-wars/0012/008.jpg,33,train
star-wars/0013/001.jpg,34,train
star-wars/0013/002.jpg,34,train
star-wars/0013/003.jpg,34,valid
star-wars/0013/004.jpg,34,train
star-wars/0013/005.jpg,34,train
star-wars/0013/006.jpg,34,train
star-wars/0013/007.jpg,34,train
star-wars/0013/008.jpg,34,train
star-wars/0013/009.jpg,34,valid
star-wars/0014/001.jpg,35,train
star-wars/0014/002.jpg,35,valid
star-wars/0014/003.jpg,35,train
star-wars/0014/004.jpg,35,valid
star-wars/0014/005.jpg,35,train
star-wars/0014/006.jpg,35,valid
star-wars/0014/007.jpg,35,train
star-wars/0014/008.jpg,35,valid
star-wars/0014/009.jpg,35,train
star-wars/0015/001.jpg,36,train
star-wars/0015/002.jpg,36,valid
star-wars/0015/003.jpg,36,train
star-wars/0015/004.jpg,36,train
star-wars/0015/005.jpg,36,valid
star-wars/0015/006.jpg,36,valid
star-wars/0015/007.jpg,36,train
star-wars/0015/008.jpg,36,train
star-wars/0015/009.jpg,36,valid
star-wars/0015/010.jpg,36,valid
